vehicle;  km; year; power; transmision; fuel_type; consume; country;emisions;price 
Audi Q2;28.700 km;sep-17;110 kW (150 CV);Manual;Gasolina;5,6;ES;-/- ;€ 24.300
Audi Q2;23.679 km;abr-17;110 kW (150 CV);Automático;Gasolina;5,4;ES;-/- ;€ 22.590
Audi A4 allroad;104.360 km;mar-17;185 kW (252 CV);Automático;Gasolina;6,5;ES;-/- ;€ 28.636
Audi A3;29.095 km;jul-17;150 kW (204 CV);Automático;Electro/Gasolina;1,6;ES;-/- ;€ 24.363
Audi A4;35.590 km;feb-17;110 kW (150 CV);Manual;Gasolina;5,4;ES;-/- ;€ 23.090
Audi A4 allroad;104.360 km;mar-17;185 kW (252 CV);Automático;Gasolina;6,5;ES;-/- ;€ 28.636
Audi A4 allroad;104.360 km;mar-17;185 kW (252 CV);Automático;Gasolina;6,5;ES;-/- ;€ 28.636
Audi A5;26.453 km;ago-17;140 kW (190 CV);Automático;Gasolina;5,4;ES;-/- ;€ 32.300
Audi A3;29.095 km;jul-17;150 kW (204 CV);Automático;Electro/Gasolina;1,6;ES;-/- ;€ 24.363
Audi A5;41.619 km;sep-17;140 kW (190 CV);Automático;Gasolina;5,4;ES;-/- ;€ 30.400
Audi A1;97.462 km;may-17;70 kW (95 CV);Manual;Gasolina;4,2;ES;-/- ;€ 11.900
Audi A5;34.000 km;nov-17;185 kW (252 CV);Automático;Gasolina;5,9;ES;-/- ;€ 35.900
Audi RS3;30.000 km;abr-17;294 kW (400 CV);Automático;Gasolina;8,3;ES;-/- ;€ 54.490
Audi A5;70.000 km;sep-17;140 kW (190 CV);Automático;Gasolina;5,4;ES;-/- ;€ 29.400
Audi A5;66.000 km;jun-17;140 kW (190 CV);Automático;Gasolina;5,4;ES;-/- ;€ 29.400
Audi A5;34.000 km;nov-17;185 kW (252 CV);Automático;Gasolina;5,9;ES;-/- ;€ 35.900
Audi S3;42.000 km;mar-17;228 kW (310 CV);Automático;Gasolina;6,9;ES;-/- ;€ 39.990
Audi S4;49.990 km;jun-17;260 kW (354 CV);Automático;Gasolina;7,5;Unknown;170;€ 30.699
Audi Q2;25.000 km;may-17;110 kW (150 CV);Automático;Gasolina;5,4;ES;-/- ;€ 23.890
Audi TT;44.698 km;feb-17;169 kW (230 CV);Automático;Gasolina;-/- ;ES;-/- ;€ 32.490
Audi A3;66.999 km;feb-17;92 kW (125 CV);Automático;Gasolina;6,4;ES;-/- ;€ 14.900
Audi A3;66.999 km;feb-17;92 kW (125 CV);Automático;Gasolina;6,4;ES;-/- ;€ 14.900
Audi A5;70.000 km;sep-17;140 kW (190 CV);Automático;Gasolina;5,4;ES;-/- ;€ 29.400
Audi A5;66.000 km;jun-17;140 kW (190 CV);Automático;Gasolina;5,4;ES;-/- ;€ 29.400
Audi A4 allroad;104.360 km;mar-17;185 kW (252 CV);Automático;Gasolina;6,5;ES;-/- ;€ 28.636
Audi A5;66.000 km;jun-17;140 kW (190 CV);Automático;Gasolina;5,4;ES;126;€ 30.900
Audi A5;70.000 km;sep-17;140 kW (190 CV);Automático;Gasolina;5,4;ES;128;€ 30.900
Audi Q2;57.381 km;feb-17;110 kW (150 CV);Automático;Gasolina;5,4;ES;-/- ;€ 24.999
Audi A3;29.095 km;jul-17;150 kW (204 CV);Automático;Electro/Gasolina;1,6;ES;-/- ;€ 24.363
Audi A1;36.355 km;jun-17;110 kW (150 CV);Manual;Gasolina;4,8;ES;-/- ;€ 16.900
Audi A3;34.360 km;may-17;150 kW (204 CV);Automático;Gasolina;-/- ;ES;-/- ;€ 25.990
Audi A4 allroad;104.360 km;mar-17;185 kW (252 CV);Automático;Gasolina;6,5;ES;-/- ;€ 28.636
