vehicle;  km; year; power; transmision; fuel_type; consume; country;emisions;price 
Mercedes-Benz E 220;119.000 km;mar-12;125 kW (170 CV);Manual;Diésel;5 l/;ES;-/- ;€ 14.490
Mercedes-Benz A 180;114.000 km;sep-12;80 kW (109 CV);Automático;Diésel;4,1;ES;-/- ;€ 14.900
Mercedes-Benz S 350;259.900 km;mar-12;190 kW (258 CV);Automático;Diésel;6,8;ES;-/- ;€ 15.900
Mercedes-Benz E 220;139.828 km;abr-12;125 kW (170 CV);Automático;Diésel;5,3;ES;-/- ;€ 16.900
Mercedes-Benz R 350;165.000 km;oct-12;195 kW (265 CV);Automático;Diésel;8,5;ES;-/- ;€ 18.900
Mercedes-Benz GLK 220;108.500 km;abr-12;125 kW (170 CV);Automático;Diésel;6,7;ES;-/- ;€ 18.985
Mercedes-Benz ML 350;198.000 km;mar-12;190 kW (258 CV);Automático;Diésel;7,2;ES;-/- ;€ 21.000
Mercedes-Benz Viano;50.500 km;jul-12;100 kW (136 CV);Automático;Diésel;8,8;ES;-/- ;€ 21.900
Mercedes-Benz Viano;148.800 km;feb-12;165 kW (224 CV);Automático;Diésel;8,6;ES;-/- ;€ 22.700
Mercedes-Benz S 350;175.447 km;mar-12;190 kW (258 CV);Automático;Diésel;6,8;ES;-/- ;€ 24.900
Mercedes-Benz S 500;28.500 km;jun-12;320 kW (435 CV);Automático;Gasolina;9,9;ES;-/- ;€ 39.900
Mercedes-Benz C 200;330.000 km;ene-12;100 kW (136 CV);Manual;Diésel;4,9;ES;-/- ;€ 6.999
Mercedes-Benz C 180;163.510 km;feb-12;115 kW (156 CV);Automático;Gasolina;5,9;ES;-/- ;€ 10.990
Mercedes-Benz C 180;116.000 km;ene-12;115 kW (156 CV);Manual;Gasolina;7,3;ES;-/- ;€ 13.990
Mercedes-Benz C 180;116.000 km;ene-12;115 kW (156 CV);Manual;Gasolina;7,3;ES;-/- ;€ 14.990
Mercedes-Benz GLK 220;92.100 km;abr-12;125 kW (170 CV);Manual;Diésel;-/- ;ES;-/- ;€ 16.272
Mercedes-Benz GLK 220;100.000 km;dic-12;125 kW (170 CV);Automático;Diésel;6,1;ES;-/- ;€ 17.990
Mercedes-Benz ML 250;175.000 km;feb-12;150 kW (204 CV);Automático;Diésel;6,5;ES;-/- ;€ 20.995
Mercedes-Benz SL 500;112.400 km;mar-12;320 kW (435 CV);Automático;Gasolina;9,2;ES;-/- ;€ 44.990
Mercedes-Benz Vito;250.000 km;ene-12;100 kW (136 CV);Manual;Diésel;7,5;Unknown;198;€ 6.500
Mercedes-Benz B 180;125.000 km;oct-12;80 kW (109 CV);Automático;Diésel;4,1;Unknown;107;€ 11.300
Mercedes-Benz E 220;80.241 km;mar-12;1 kW (1 CV);-/- (Cambio);Diésel;-/- ;Unknown;-/- ;€ 11.352
Mercedes-Benz C 200;198.581 km;jul-12;100 kW (136 CV);Automático;Diésel;5,1;ES;-/- ;€ 11.490
Mercedes-Benz B 180;121.586 km;dic-12;80 kW (109 CV);Manual;Diésel;4,4;ES;-/- ;€ 11.495
Mercedes-Benz C 200;98.000 km;mar-12;100 kW (136 CV);Manual;Diésel;4,9;Unknown;127;€ 11.500
Mercedes-Benz B 180;130.000 km;ene-12;80 kW (109 CV);Manual;Diésel;4,4;ES;-/- ;€ 11.500
Mercedes-Benz B 180;169.000 km;jun-12;80 kW (109 CV);Manual;Diésel;4,6;ES;-/- ;€ 11.500
Mercedes-Benz E 200;178.500 km;nov-12;100 kW (136 CV);Automático;Diésel;5,1;ES;-/- ;€ 11.590
Mercedes-Benz 300;438.324 km;abr-12;139 kW (189 CV);Automático;Diésel;7,6;ES;208;€ 11.690
Mercedes-Benz C 220;118.602 km;abr-12;125 kW (170 CV);Automático;Diésel;4,8;Unknown;125;€ 11.700
Mercedes-Benz E 200;102.674 km;sep-12;100 kW (136 CV);Automático;Diésel;5,1;Unknown;134;€ 11.745
Mercedes-Benz Vito;318.000 km;jul-12;120 kW (163 CV);Automático;Diésel;8,7;Unknown;229;€ 11.800
Mercedes-Benz Sprinter;190.000 km;jun-12;120 kW (163 CV);Manual;Diésel;8,2;ES;-/- ;€ 11.900
Mercedes-Benz C 200;107.281 km;may-12;135 kW (184 CV);Automático;Gasolina;6,4;Unknown;150;€ 11.949
