vehicle;  km; year; power; transmision; fuel_type; consume; country;emisions;price 
BMW 135;56.097 km;abr-16;240 kW (326 CV);Automático;Gasolina;7,8;ES;182;€ 32.900
BMW 135;72.880 km;jun-16;240 kW (326 CV);Automático;Gasolina;7,8;ES;182;€ 30.700
BMW M3;67.000 km;abr-16;317 kW (431 CV);Automático;Gasolina;8,3;Unknown;194;€ 48.900
BMW M2;39.800 km;nov-16;272 kW (370 CV);Manual;Gasolina;8,5;ES;-/- ;€ 43.500
BMW X1;34.398 km;nov-16;100 kW (136 CV);Manual;Gasolina;5,1;ES;-/- ;€ 19.158
BMW 218;106.296 km;may-16;100 kW (136 CV);Manual;Gasolina;5,1;ES;-/- ;€ 15.841
BMW 218;106.296 km;may-16;100 kW (136 CV);Manual;Gasolina;5,1;ES;-/- ;€ 15.841
BMW 420;43.452 km;feb-16;135 kW (184 CV);Automático;Gasolina;6,1;ES;-/- ;€ 23.271
BMW 420;43.452 km;feb-16;135 kW (184 CV);Automático;Gasolina;6,1;ES;-/- ;€ 23.271
BMW 218;106.296 km;may-16;100 kW (136 CV);Manual;Gasolina;5,1;ES;-/- ;€ 15.841
BMW 218;106.296 km;may-16;100 kW (136 CV);Manual;Gasolina;5,1;ES;-/- ;€ 15.841
BMW 420;43.452 km;feb-16;135 kW (184 CV);Automático;Gasolina;6,1;ES;-/- ;€ 23.271
BMW 218;106.296 km;may-16;100 kW (136 CV);Manual;Gasolina;5,1;ES;-/- ;€ 15.841
BMW 420;43.452 km;feb-16;135 kW (184 CV);Automático;Gasolina;6,1;ES;-/- ;€ 23.271
BMW 420;43.452 km;feb-16;135 kW (184 CV);Automático;Gasolina;6,1;ES;-/- ;€ 23.271
BMW 528;145.500 km;feb-16;180 kW (245 CV);Automático;Gasolina;6,4;ES;-/- ;€ 20.900
BMW i3;109.111 km;abr-16;125 kW (170 CV);Automático;Eléctrico;-/- ;ES;0 g ;€ 15.990
BMW 135;74.322 km;mar-16;240 kW (326 CV);Automático;Gasolina;7,8;ES;182;€ 32.500
BMW X3;81.347 km;may-16;135 kW (184 CV);Automático;Gasolina;7,2;Unknown;168;€ 20.775
BMW M4;22.000 km;sep-16;317 kW (431 CV);Automático;Gasolina;8,7;ES;-/- ;€ 59.900
BMW 750;57.999 km;may-16;330 kW (449 CV);Automático;Gasolina;8,5;ES;-/- ;€ 49.000
BMW 750;57.999 km;may-16;330 kW (449 CV);Automático;Gasolina;8,5;ES;-/- ;€ 49.000
BMW X5;108.482 km;sep-16;230 kW (313 CV);Automático;Electro/Gasolina;3,3;ES;77 g;€ 37.990
BMW 218;36.000 km;dic-16;100 kW (136 CV);Manual;Gasolina;-/- ;ES;-/- ;€ 21.990
BMW 218;106.296 km;may-16;100 kW (136 CV);Manual;Gasolina;5,1;ES;-/- ;€ 15.841
BMW X5;53.000 km;may-16;225 kW (306 CV);Automático;Gasolina;-/- ;ES;-/- ;€ 33.700
BMW 640;58.000 km;jul-16;235 kW (320 CV);Automático;Gasolina;7,8;ES;-/- ;€ 44.265
BMW M3;79.000 km;ago-16;317 kW (431 CV);Automático;Gasolina;8,3;Unknown;194;€ 54.900
BMW 420;43.452 km;feb-16;135 kW (184 CV);Automático;Gasolina;6,1;ES;-/- ;€ 23.271
BMW X5;95.000 km;mar-16;230 kW (313 CV);Automático;Electro/Gasolina;3,3;Unknown;77 g;€ 33.500
BMW 116;95.000 km;abr-16;80 kW (109 CV);Manual;Gasolina;5 l/;ES;-/- ;€ 13.900
BMW M4;39.500 km;sep-16;317 kW (431 CV);Automático;Gasolina;8,3;ES;-/- ;€ 64.990
BMW i3;20.344 km;jul-16;125 kW (170 CV);-/- (Cambio);Eléctrico;-/- ;ES;0 g ;€ 17.900
BMW X3;79.000 km;jun-16;135 kW (184 CV);Manual;Gasolina;7,4;ES;-/- ;€ 24.490
BMW M2;30.000 km;abr-16;272 kW (370 CV);Automático;Gasolina;7,9;ES;-/- ;€ 46.500
BMW 420;43.452 km;feb-16;135 kW (184 CV);Automático;Gasolina;6,1;ES;-/- ;€ 23.271
BMW X1;34.398 km;nov-16;100 kW (136 CV);Manual;Gasolina;5,1;ES;-/- ;€ 19.158
BMW X1;34.398 km;nov-16;100 kW (136 CV);Manual;Gasolina;5,1;ES;-/- ;€ 19.158
BMW 420;43.452 km;feb-16;135 kW (184 CV);Automático;Gasolina;6,1;ES;-/- ;€ 23.271
BMW 218;108.799 km;may-16;100 kW (136 CV);Automático;Gasolina;5,3;ES;-/- ;€ 16.400
BMW X1;34.398 km;nov-16;100 kW (136 CV);Manual;Gasolina;5,1;ES;-/- ;€ 19.158
BMW 218;106.296 km;may-16;100 kW (136 CV);Manual;Gasolina;5,1;ES;-/- ;€ 15.841
BMW i3;36.500 km;mar-16;125 kW (170 CV);Automático;Gasolina;-/- ;ES;-/- ;€ 20.490
BMW 428;49.000 km;sep-16;180 kW (245 CV);Manual;Gasolina;6,6;ES;-/- ;€ 25.300
BMW X1;34.398 km;nov-16;100 kW (136 CV);Manual;Gasolina;5,1;ES;-/- ;€ 19.158
BMW 230;47.000 km;sep-16;185 kW (252 CV);Manual;Gasolina;-/- ;ES;-/- ;€ 32.990
BMW X5;106.000 km;ene-16;423 kW (575 CV);Automático;Gasolina;-/- ;ES;-/- ;€ 74.490
BMW X5;35.790 km;ago-16;230 kW (313 CV);Automático;Electro/Gasolina;3,3;ES;-/- ;€ 48.800
BMW 420;43.452 km;feb-16;135 kW (184 CV);Automático;Gasolina;6,1;ES;-/- ;€ 23.271
BMW 420;43.452 km;feb-16;135 kW (184 CV);Automático;Gasolina;6,1;ES;-/- ;€ 23.271
BMW 218;106.296 km;may-16;100 kW (136 CV);Manual;Gasolina;5,1;ES;-/- ;€ 15.841
BMW M6;37.497 km;may-16;412 kW (560 CV);Automático;Gasolina;9,9;Unknown;231;€ 82.000
BMW 430;24.575 km;abr-16;185 kW (252 CV);Automático;Gasolina;6,6;ES;154;€ 35.990
BMW 540;29.168 km;nov-16;250 kW (340 CV);Automático;Gasolina;6,9;ES;-/- ;€ 44.800
BMW X1;34.398 km;nov-16;100 kW (136 CV);Manual;Gasolina;5,1;ES;-/- ;€ 19.158
BMW 218;106.296 km;may-16;100 kW (136 CV);Manual;Gasolina;5,1;ES;-/- ;€ 15.841
BMW 218;36.000 km;dic-16;100 kW (136 CV);Manual;Gasolina;-/- ;ES;-/- ;€ 23.990
BMW i3;14.500 km;jun-16;125 kW (170 CV);Automático;Eléctrico;-/- ;ES;0 g ;€ 20.999
BMW 740;189.000 km;nov-16;240 kW (326 CV);Automático;Electro/Gasolina;2 l/;ES;51 g;€ 39.920
BMW 140;19.000 km;dic-16;250 kW (340 CV);Manual;Gasolina;7,8;Unknown;179;€ 30.500
BMW X5;78.000 km;ene-16;230 kW (313 CV);Automático;Electro/Gasolina;3,3;ES;-/- ;€ 33.000
BMW M2;83.485 km;may-16;272 kW (370 CV);Automático;Gasolina;7,9;ES;-/- ;€ 42.500
BMW 330;88.191 km;sep-16;185 kW (252 CV);Automático;Gasolina;6,7;Unknown;154;€ 27.770
BMW 118;76.000 km;abr-16;100 kW (136 CV);Manual;Gasolina;5 l/;ES;-/- ;€ 15.300
BMW 330;38.367 km;abr-16;185 kW (252 CV);Manual;Gasolina;6,1;ES;143;€ 29.900
BMW M4;36.290 km;feb-16;317 kW (431 CV);Automático;Gasolina;8,3;ES;-/- ;€ 58.100
BMW M4;45.400 km;oct-16;317 kW (431 CV);Automático;Gasolina;8,8;ES;-/- ;€ 57.000
BMW 535;50.000 km;mar-16;225 kW (306 CV);Automático;Gasolina;7,6;ES;-/- ;€ 25.950
BMW 220;99.500 km;ene-16;141 kW (192 CV);Automático;Gasolina;5,6;Unknown;130;€ 20.000
BMW 218;106.296 km;may-16;100 kW (136 CV);Manual;Gasolina;5,1;ES;-/- ;€ 15.841
BMW 218;35.801 km;jul-16;100 kW (136 CV);Manual;Gasolina;5,1;ES;-/- ;€ 20.100
BMW M2;49.999 km;feb-16;272 kW (370 CV);Automático;Gasolina;7,9;ES;-/- ;€ 41.900
BMW X1;34.398 km;nov-16;100 kW (136 CV);Manual;Gasolina;5,1;ES;-/- ;€ 19.158
BMW M2;42.000 km;ago-16;272 kW (370 CV);Manual;Gasolina;8,5;ES;-/- ;€ 41.999
BMW X5;52.874 km;jul-16;230 kW (313 CV);Automático;Electro/Gasolina;3,3;ES;77 g;€ 40.990
BMW i3;36.500 km;mar-16;125 kW (170 CV);Automático;Gasolina;-/- ;ES;-/- ;€ 21.490
BMW X4;41.112 km;jul-16;135 kW (184 CV);Automático;Gasolina;7,2;ES;168;€ 34.500
BMW 320;55.620 km;sep-16;135 kW (184 CV);Automático;Gasolina;6,1;ES;-/- ;€ 22.999
BMW X4;115.000 km;may-16;135 kW (184 CV);Automático;Gasolina;7,2;ES;168;€ 26.990
BMW 435;71.000 km;ene-16;225 kW (306 CV);Automático;Gasolina;7,6;Unknown;178;€ 28.999
BMW M5;37.900 km;may-16;412 kW (560 CV);Automático;Gasolina;9,9;ES;-/- ;€ 61.950
BMW 420;43.452 km;feb-16;135 kW (184 CV);Automático;Gasolina;6,1;ES;-/- ;€ 23.271
BMW M6;90.000 km;ago-16;412 kW (560 CV);Automático;Gasolina;9,9;ES;-/- ;€ 54.990
BMW X6;65.600 km;ene-16;225 kW (306 CV);Automático;Gasolina;8,5;ES;-/- ;€ 35.590
BMW 118;16.384 km;oct-16;100 kW (136 CV);Manual;Gasolina;5,3;ES;116;€ 19.500
BMW 120;81.632 km;jun-16;130 kW (177 CV);Manual;Gasolina;-/- ;ES;-/- ;€ 17.100
BMW i3;22.479 km;may-16;125 kW (170 CV);Automático;Eléctrico;-/- ;ES;0 g ;€ 20.900
BMW 420;83.325 km;sep-16;135 kW (184 CV);Manual;Gasolina;6,1;ES;-/- ;€ 23.990
BMW X1;34.398 km;nov-16;100 kW (136 CV);Manual;Gasolina;5,1;ES;-/- ;€ 19.158
BMW X1;34.398 km;nov-16;100 kW (136 CV);Manual;Gasolina;5,1;ES;-/- ;€ 19.158
BMW X1;34.398 km;nov-16;100 kW (136 CV);Manual;Gasolina;5,1;ES;-/- ;€ 19.158
BMW X1;84.173 km;may-16;170 kW (231 CV);Automático;Gasolina;6,4;Unknown;144;€ 27.235
BMW 120;73.000 km;sep-16;135 kW (184 CV);Automático;Gasolina;5,8;Unknown;133;€ 20.900
BMW 440;50.437 km;sep-16;240 kW (326 CV);Automático;Gasolina;6,6;ES;-/- ;€ 35.250
BMW 330;68.600 km;may-16;185 kW (252 CV);Automático;Eléctrico;1,9;ES;0 g ;€ 29.900
BMW X5;80.000 km;feb-16;230 kW (313 CV);Automático;Electro/Gasolina;3,3;ES;-/- ;€ 39.950
BMW i3;59.000 km;jun-16;125 kW (170 CV);Automático;Eléctrico;-/- ;ES;0 g ;€ 28.495
BMW 118;75.210 km;abr-16;100 kW (136 CV);Automático;Gasolina;4,8;ES;-/- ;€ 15.900
BMW i3;56.000 km;ene-16;125 kW (170 CV);Automático;Eléctrico;-/- ;ES;0 g ;€ 17.200
BMW X5;80.000 km;feb-16;230 kW (313 CV);Automático;Electro/Gasolina;3,3;ES;-/- ;€ 39.950
BMW 218;65.000 km;feb-16;100 kW (136 CV);Automático;Gasolina;5,3;ES;124;€ 22.350
BMW i3;40.670 km;mar-16;125 kW (170 CV);Automático;Eléctrico;-/- ;ES;0 g ;€ 20.600
BMW 640;49.000 km;jun-16;235 kW (320 CV);Automático;Gasolina;8,4;Unknown;195;€ 53.500
BMW 440;53.000 km;sep-16;240 kW (326 CV);Automático;Gasolina;7 l/;Unknown;162;€ 41.500
BMW X4;60.000 km;oct-16;135 kW (184 CV);Automático;Gasolina;7,2;Unknown;168;€ 29.900
BMW X1;34.131 km;mar-16;100 kW (136 CV);Manual;Gasolina;5,1;ES;-/- ;€ 20.500
BMW M4;50.660 km;jul-16;317 kW (431 CV);Automático;Gasolina;8,3;Unknown;194;€ 55.000
BMW X5;39.000 km;sep-16;225 kW (306 CV);Automático;Gasolina;8,5;ES;-/- ;€ 42.990
BMW 318;63.000 km;jul-16;100 kW (136 CV);Manual;Gasolina;6,3;Unknown;143;€ 26.000
BMW 118;48.000 km;ene-16;100 kW (136 CV);Manual;Gasolina;5 l/;ES;-/- ;€ 16.160
BMW X1;35.800 km;abr-16;170 kW (231 CV);Automático;Gasolina;6,4;ES;-/- ;€ 27.900
BMW 420;80.000 km;jun-16;135 kW (184 CV);Manual;Gasolina;6,2;ES;-/- ;€ 26.890
BMW 218;106.296 km;may-16;100 kW (136 CV);Manual;Gasolina;5,1;ES;-/- ;€ 15.841
BMW i8;27.500 km;may-16;266 kW (362 CV);Automático;Electro/Gasolina;2,1;ES;-/- ;€ 78.400
BMW M4;44.000 km;jul-16;317 kW (431 CV);Automático;Gasolina;8,3;ES;-/- ;€ 54.900
BMW M5;35.000 km;may-16;412 kW (560 CV);Automático;Gasolina;9,9;ES;-/- ;€ 69.400
BMW M4;69.000 km;mar-16;317 kW (431 CV);Automático;Gasolina;8,3;ES;-/- ;€ 51.400
BMW X1;81.052 km;may-16;100 kW (136 CV);Automático;Gasolina;5,3;Unknown;124;€ 13.335
BMW 320;46.000 km;may-16;135 kW (184 CV);Automático;Gasolina;6,2;ES;-/- ;€ 22.500
BMW Z4;10.000 km;ene-16;180 kW (245 CV);Automático;Gasolina;6,8;ES;-/- ;€ 35.990
BMW 420;43.000 km;feb-16;135 kW (184 CV);Automático;Gasolina;6 l/;Unknown;139;€ 25.999
BMW;30.116 km;jun-16;240 kW (326 CV);Automático;Gasolina;7,8;ES;-/- ;€ 35.100
BMW i3;25.096 km;jul-16;125 kW (170 CV);Automático;Eléctrico;-/- ;ES;0 g ;€ 20.990
BMW 218;53.000 km;ene-16;100 kW (136 CV);Automático;Gasolina;5,3;ES;124;€ 16.995
BMW i3;18.000 km;ago-16;125 kW (170 CV);Automático;Eléctrico;-/- ;ES;0 g ;€ 18.995
BMW i3;43.000 km;jun-16;125 kW (170 CV);Automático;Eléctrico;0,6;ES;0 g ;€ 21.995
BMW i3;25.096 km;jul-16;125 kW (170 CV);Automático;Eléctrico;-/- ;ES;0 g ;€ 20.990
BMW 520;82.200 km;sep-16;135 kW (184 CV);Automático;Gasolina;6 l/;ES;-/- ;€ 25.400
BMW i3;40.500 km;dic-16;125 kW (170 CV);Automático;Eléctrico;0,6;ES;0 g ;€ 26.500
BMW i3;16.000 km;sep-16;125 kW (170 CV);Automático;Eléctrico;0,6;ES;0 g ;€ 25.500
BMW 440;40.600 km;jun-16;240 kW (326 CV);Automático;Gasolina;6,6;ES;-/- ;€ 36.990
BMW 750;47.000 km;jun-16;330 kW (449 CV);Automático;Gasolina;8,3;ES;-/- ;€ 54.990
BMW M4;6 km;oct-16;368 kW (500 CV);Automático;Gasolina;8,5;ES;-/- ;€ 149.90
BMW i3;39.000 km;abr-16;125 kW (170 CV);Automático;Eléctrico;0,6;ES;0 g ;€ 22.990
BMW M4;35.000 km;jun-16;317 kW (431 CV);Automático;Gasolina;8,8;ES;-/- ;€ 50.900
BMW;189.000 km;jun-16;240 kW (326 CV);Automático;Gasolina;7,8;ES;-/- ;€ 26.490
BMW M4;12.000 km;dic-16;331 kW (450 CV);Automático;Gasolina;8,3;ES;-/- ;€ 82.000
BMW 225;9.500 km;jun-16;165 kW (224 CV);Automático;Electro/Gasolina;2 l/;ES;-/- ;€ 29.000
BMW M4;57.000 km;mar-16;317 kW (431 CV);Automático;Gasolina;8,3;ES;-/- ;€ 50.900
BMW i3;43.884 km;jul-16;125 kW (170 CV);Automático;Eléctrico;0,6;ES;0 g ;€ 19.790
BMW M4;20.000 km;ene-16;317 kW (431 CV);Manual;Gasolina;9,1;ES;-/- ;€ 56.000
BMW 320;46.000 km;may-16;135 kW (184 CV);Automático;Gasolina;6,2;ES;-/- ;€ 22.500
BMW 225;59.250 km;jun-16;165 kW (224 CV);Automático;Electro/Gasolina;2 l/;ES;-/- ;€ 23.990
BMW i3;53.489 km;abr-16;125 kW (170 CV);Automático;Eléctrico;-/- ;ES;0 g ;€ 18.100
BMW;75.800 km;may-16;240 kW (326 CV);Automático;Gasolina;7,8;ES;-/- ;€ 34.000
BMW i3;25.096 km;jul-16;125 kW (170 CV);Automático;Eléctrico;-/- ;ES;0 g ;€ 20.990
BMW 135;72.000 km;abr-16;240 kW (326 CV);Automático;Gasolina;7,8;ES;-/- ;€ 33.700
BMW X1;18.140 km;jun-16;100 kW (136 CV);Automático;Gasolina;5,3;ES;-/- ;€ 23.905
BMW 440;10.243 km;oct-16;240 kW (326 CV);Automático;Gasolina;6,8;ES;-/- ;€ 46.900
BMW M2;37.800 km;sep-16;272 kW (370 CV);Automático;Gasolina;7,9;ES;-/- ;€ 45.900
BMW;27.250 km;dic-16;250 kW (340 CV);Automático;Gasolina;7,1;ES;-/- ;€ 34.900
BMW X5;115.000 km;abr-16;230 kW (313 CV);Automático;Electro/Gasolina;3,3;ES;-/- ;€ 42.990
BMW 435;65.421 km;jun-16;225 kW (306 CV);Automático;Gasolina;7,5;ES;-/- ;€ 35.000
BMW M4;47.000 km;ene-16;317 kW (431 CV);Automático;Gasolina;8,3;ES;-/- ;€ 48.700
BMW 650;49.243 km;nov-16;330 kW (449 CV);Automático;Gasolina;9,5;ES;-/- ;€ 58.400
BMW;50.400 km;oct-16;250 kW (340 CV);Automático;Gasolina;7,4;ES;-/- ;€ 34.500
BMW 218;114.133 km;mar-16;100 kW (136 CV);Automático;Gasolina;5,1;ES;-/- ;€ 17.000
BMW M4;16.300 km;jun-16;317 kW (431 CV);Automático;Gasolina;8,3;ES;-/- ;€ 79.900
BMW Z4;18.000 km;feb-16;135 kW (184 CV);Automático;Gasolina;6,8;Unknown;159;€ 37.000
BMW M2;45.000 km;jun-16;272 kW (370 CV);Automático;Gasolina;7,9;Unknown;185;€ 46.500
BMW M4;37.749 km;ago-16;317 kW (431 CV);Automático;Gasolina;8,3;Unknown;194;€ 61.500
BMW X6 M;85.211 km;may-16;423 kW (575 CV);Automático;Gasolina;11,1;ES;258;€ 70.000
BMW M4;97.000 km;sep-16;331 kW (450 CV);Automático;Gasolina;8,3;ES;194;€ 51.900
BMW 740;70.181 km;ago-16;235 kW (320 CV);Automático;Gasolina;7,9;ES;184;€ 39.900
BMW i3;12.292 km;sep-16;125 kW (170 CV);Automático;Eléctrico;-/- ;ES;0 g ;€ 22.900
BMW 116;54.300 km;ago-16;80 kW (109 CV);Manual;Gasolina;5 l/;ES;-/- ;€ 15.490
BMW 420;86.000 km;may-16;135 kW (184 CV);Manual;Gasolina;6,4;ES;-/- ;€ 22.890
BMW M4;24.045 km;ago-16;317 kW (431 CV);Manual;Gasolina;8,8;Unknown;204;€ 47.800
BMW 420;49.000 km;may-16;135 kW (184 CV);Automático;Gasolina;5,5;ES;-/- ;€ 33.100
BMW M4;80.000 km;may-16;317 kW (431 CV);Automático;Gasolina;8,3;Unknown;194;€ 47.000
BMW M4;80.000 km;may-16;317 kW (431 CV);Automático;Gasolina;8,3;Unknown;194;€ 47.000
BMW i3;18.325 km;dic-16;125 kW (170 CV);Automático;Eléctrico;0,6;ES;0 g ;€ 17.995
BMW i8;36.400 km;sep-16;266 kW (362 CV);Automático;Electro/Gasolina;2,1;ES;-/- ;€ 59.571
BMW X1;68.137 km;may-16;170 kW (231 CV);Automático;Gasolina;6,4;ES;144;€ 31.850
BMW M4;36.000 km;may-16;317 kW (431 CV);Automático;Gasolina;8,3;Unknown;194;€ 58.000
BMW M2;55.000 km;sep-16;272 kW (370 CV);Automático;Gasolina;7,9;Unknown;185;€ 47.900
BMW M4;29.625 km;sep-16;317 kW (431 CV);Automático;Gasolina;8,8;ES;-/- ;€ 63.700
BMW 320;59.792 km;feb-16;135 kW (184 CV);Automático;Gasolina;5,5;ES;128;€ 22.900
BMW 540;27.000 km;dic-16;250 kW (340 CV);Automático;Gasolina;5,3;Unknown;140;€ 43.000
BMW M2;25.000 km;oct-16;272 kW (370 CV);Automático;Gasolina;7,9;Unknown;185;€ 52.900
BMW 118;69.999 km;ene-16;100 kW (136 CV);Automático;Gasolina;5,6;Unknown;129;€ 16.000
BMW M3;47.000 km;abr-16;317 kW (431 CV);Automático;Gasolina;8,3;Unknown;194;€ 58.000
BMW 330;81.000 km;ago-16;185 kW (252 CV);Automático;Gasolina;6,3;Unknown;145;€ 26.500
BMW X5;75.000 km;ene-16;230 kW (313 CV);Automático;Electro/Gasolina;3,3;ES;77 g;€ 39.900
BMW i3;10.500 km;jun-16;125 kW (170 CV);Automático;Eléctrico;-/- ;ES;0 g ;€ 19.459
BMW X5;42.930 km;jun-16;225 kW (306 CV);Automático;Gasolina;8,5;ES;-/- ;€ 39.800
BMW i3;25.096 km;jul-16;125 kW (170 CV);Automático;Eléctrico;-/- ;ES;0 g ;€ 20.990
BMW i3;26.447 km;jun-16;125 kW (170 CV);Automático;Eléctrico;-/- ;ES;0 g ;€ 19.990
