vehicle;  km; year; power; transmision; fuel_type; consume; country;emisions;price 
BMW X5;13.000 km;oct-18;250 kW (340 CV);Automático;Gasolina;8,5;ES;193;€ 74.500
BMW 118;25.078 km;oct-18;103 kW (140 CV);Automático;Gasolina;5 l/;ES;-/- ;€ 18.200
BMW 520;14.500 km;dic-18;135 kW (184 CV);Automático;Gasolina;6,5;ES;-/- ;€ 34.400
BMW 118;20.723 km;jun-18;100 kW (136 CV);Automático;Gasolina;5,9;ES;-/- ;€ 22.900
BMW 118;19.735 km;jun-18;100 kW (136 CV);Automático;Gasolina;5,6;ES;-/- ;€ 22.900
BMW X1;23.465 km;jun-18;103 kW (140 CV);Automático;Gasolina;5,8;ES;-/- ;€ 24.800
BMW 520;23.291 km;jun-18;135 kW (184 CV);Automático;Gasolina;5,6;ES;-/- ;€ 41.500
BMW 225;39.285 km;mar-18;165 kW (224 CV);Automático;Electro/Gasolina;1,9;ES;-/- ;€ 25.000
BMW i3;13.404 km;may-18;125 kW (170 CV);Automático;Electro/Gasolina;-/- ;ES;13 g;€ 36.500
BMW X5;70.000 km;nov-18;250 kW (340 CV);Automático;Gasolina;8,5;ES;193;€ 59.900
BMW X5;2.137 km;nov-18;250 kW (340 CV);Automático;Gasolina;8 l/;ES;-/- ;€ 60.818
BMW 240;10.187 km;ago-18;250 kW (340 CV);Automático;Gasolina;7,3;ES;-/- ;€ 39.954
BMW 118;30.000 km;jun-18;100 kW (136 CV);Automático;Gasolina;5,1;Unknown;119;€ 19.900
BMW 430;43.792 km;mar-18;185 kW (252 CV);Automático;Gasolina;6 l/;ES;-/- ;€ 32.636
BMW 330;576 km;may-18;185 kW (252 CV);Automático;Electro/Gasolina;1,9;ES;-/- ;€ 33.181
BMW 330;576 km;may-18;185 kW (252 CV);Automático;Electro/Gasolina;1,9;ES;-/- ;€ 33.181
BMW 430;43.792 km;mar-18;185 kW (252 CV);Automático;Gasolina;6 l/;ES;-/- ;€ 32.636
BMW 430;43.792 km;mar-18;185 kW (252 CV);Automático;Gasolina;6 l/;ES;-/- ;€ 32.636
BMW X5;2.137 km;nov-18;250 kW (340 CV);Automático;Gasolina;8 l/;ES;-/- ;€ 60.818
BMW;10.187 km;ago-18;250 kW (340 CV);Automático;Gasolina;7,3;ES;-/- ;€ 39.954
BMW 118;17.451 km;oct-18;100 kW (136 CV);Automático;Gasolina;5,9;ES;134;€ 20.500
BMW X5;2.137 km;nov-18;250 kW (340 CV);Automático;Gasolina;8 l/;ES;-/- ;€ 60.818
BMW X5;2.137 km;nov-18;250 kW (340 CV);Automático;Gasolina;8 l/;ES;-/- ;€ 60.818
BMW;10.187 km;ago-18;250 kW (340 CV);Automático;Gasolina;7,3;ES;-/- ;€ 39.954
BMW 140;60.000 km;mar-18;250 kW (340 CV);Automático;Gasolina;7,4;Unknown;168;€ 34.900
BMW X1;9.133 km;may-18;141 kW (192 CV);Automático;Gasolina;6 l/;ES;-/- ;€ 37.200
BMW 320;21.900 km;jun-18;135 kW (184 CV);Automático;Gasolina;6,2;ES;-/- ;€ 37.790
