vehicle;  km; year; power; transmision; fuel_type; consume; country;emisions;price 
Audi A3;69.681 km;oct-15;150 kW (204 CV);Automático;Electro/Gasolina;1,6;ES;-/- ;€ 17.990
Audi S5;69.281 km;mar-15;245 kW (333 CV);Automático;Gasolina;7,7;ES;-/- ;€ 31.308
Audi S5;69.281 km;mar-15;245 kW (333 CV);Automático;Gasolina;7,7;ES;-/- ;€ 31.308
Audi S5;69.281 km;mar-15;245 kW (333 CV);Automático;Gasolina;7,7;ES;-/- ;€ 31.308
Audi A1;51.000 km;sep-15;70 kW (95 CV);Manual;Gasolina;4,2;ES;-/- ;€ 13.500
Audi RS3;98.525 km;jun-15;270 kW (367 CV);Automático;Gasolina;8,1;ES;-/- ;€ 42.990
Audi S5;98.000 km;ago-15;245 kW (333 CV);Automático;Gasolina;7,7;ES;-/- ;€ 35.999
Audi A4 allroad;54.662 km;feb-15;165 kW (224 CV);Manual;Gasolina;7 l/;ES;-/- ;€ 23.899
Audi A1;39.683 km;ene-15;63 kW (86 CV);Manual;Gasolina;5 l/;ES;116;€ 12.690
Audi A1;58.000 km;jun-15;70 kW (95 CV);Automático;Gasolina;4,4;ES;-/- ;€ 15.995
Audi A6;83.541 km;ago-15;245 kW (333 CV);Automático;Gasolina;7,6;ES;-/- ;€ 26.990
Audi A6;83.541 km;ago-15;245 kW (333 CV);Automático;Gasolina;7,6;ES;-/- ;€ 26.990
Audi A3;31.500 km;feb-15;110 kW (150 CV);Automático;Gasolina;4,9;ES;-/- ;€ 21.500
Audi A6;83.541 km;ago-15;245 kW (333 CV);Automático;Gasolina;7,6;ES;-/- ;€ 26.990
Audi A6;83.483 km;jul-15;245 kW (333 CV);Automático;Gasolina;7,4;ES;-/- ;€ 25.140
Audi A5;90.000 km;mar-15;125 kW (170 CV);Manual;Gasolina;5,7;ES;-/- ;€ 18.900
Audi A1;56.064 km;sep-15;70 kW (95 CV);Manual;Gasolina;4,3;Unknown;98 g;€ 8.400
Audi RS6;74.252 km;may-15;412 kW (560 CV);Automático;Gasolina;9,6;ES;-/- ;€ 58.000
