vehicle;  km; year; power; transmision; fuel_type; consume; country;emisions;price 
Mercedes-Benz C 180;65.000 km;abr-14;115 kW (156 CV);Manual;Gasolina;5,8;Unknown;136;€ 13.300
Mercedes-Benz A 200;80.435 km;mar-14;115 kW (156 CV);Automático;Gasolina;-/- ;ES;-/- ;€ 18.490
Mercedes-Benz A 180;133.000 km;mar-14;90 kW (122 CV);Automático;Gasolina;5,4;ES;-/- ;€ 13.990
Mercedes-Benz A 45 AMG;79.000 km;sep-14;265 kW (360 CV);Automático;Gasolina;7,1;ES;-/- ;€ 32.925
Mercedes-Benz CLA 180;35.000 km;feb-14;90 kW (122 CV);Manual;Gasolina;5,7;ES;-/- ;€ 19.950
Mercedes-Benz;51.000 km;nov-14;335 kW (455 CV);Automático;Gasolina;-/- ;ES;-/- ;€ 75.000
Mercedes-Benz E 200;89.999 km;feb-14;135 kW (184 CV);Automático;Gasolina;6,1;ES;-/- ;€ 18.900
Mercedes-Benz SLS;18.000 km;jun-14;420 kW (571 CV);Automático;Gasolina;13,2;ES;308;€ 220.000
Mercedes-Benz E 200;61.000 km;jun-14;135 kW (184 CV);Manual;Gasolina;6,3;Unknown;147;€ 21.500
Mercedes-Benz CLA 200;99.990 km;ago-14;115 kW (156 CV);Automático;Gasolina;5,5;ES;-/- ;€ 26.490
Mercedes-Benz A 45 AMG;52.549 km;sep-14;265 kW (360 CV);Automático;Gasolina;7,1;ES;-/- ;€ 33.000
Mercedes-Benz S 400;67.000 km;ene-14;245 kW (333 CV);Automático;Gasolina;-/- ;ES;-/- ;€ 45.990
Mercedes-Benz E 350;69.010 km;ene-14;225 kW (306 CV);Automático;Gasolina;8,4;ES;-/- ;€ 28.990
Mercedes-Benz E 350;65.412 km;jun-14;225 kW (306 CV);Automático;Gasolina;7,2;ES;-/- ;€ 37.900
Mercedes-Benz ML 350;69.000 km;ene-14;225 kW (306 CV);Automático;Gasolina;8,5;ES;-/- ;€ 28.800
Mercedes-Benz CLA 200;94.000 km;abr-14;115 kW (156 CV);Manual;Gasolina;5,7;ES;-/- ;€ 18.750
Mercedes-Benz E 200;119.000 km;ene-14;135 kW (184 CV);Manual;Gasolina;6,1;ES;-/- ;€ 19.995
Mercedes-Benz A 180;98.700 km;mar-14;90 kW (122 CV);Manual;Gasolina;5,5;Unknown;128;€ 12.220
Mercedes-Benz A 180;113.000 km;mar-14;90 kW (122 CV);Manual;Gasolina;5,5;ES;-/- ;€ 14.500
Mercedes-Benz;66.596 km;may-14;335 kW (455 CV);Automático;Gasolina;-/- ;ES;-/- ;€ 49.990
Mercedes-Benz A 180;59.598 km;abr-14;90 kW (122 CV);Manual;Gasolina;5,5;ES;128;€ 17.300
Mercedes-Benz GLA 250;39.999 km;jun-14;155 kW (211 CV);Automático;Gasolina;5,7;ES;-/- ;€ 23.990
Mercedes-Benz B 180;27.000 km;sep-14;90 kW (122 CV);Manual;Gasolina;5,9;ES;-/- ;€ 17.950
Mercedes-Benz CLA 250;41.200 km;ene-14;155 kW (211 CV);Automático;Gasolina;5,8;Unknown;137;€ 26.990
Mercedes-Benz A 200;45.000 km;ene-14;115 kW (156 CV);Automático;Gasolina;5,4;ES;-/- ;€ 19.900
Mercedes-Benz B 180;78.090 km;dic-14;90 kW (122 CV);Automático;Gasolina;5,5;Unknown;127;€ 13.400
Mercedes-Benz G 63 AMG;67.000 km;ago-14;420 kW (571 CV);Automático;Gasolina;13,8;ES;322;€ 94.900
Mercedes-Benz B 250;85.000 km;sep-14;155 kW (211 CV);Automático;Gasolina;-/- ;Unknown;-/- ;€ 11.500
