vehicle;  km; year; power; transmision; fuel_type; consume; country;emisions;price 
Mercedes-Benz AMG GT;13.500 km;feb-16;375 kW (510 CV);Automático;Gasolina;9,6;Unknown;224;€ 87.900
Mercedes-Benz A 180;14.500 km;oct-16;90 kW (122 CV);Automático;Gasolina;-/- ;ES;-/- ;€ 18.990
Mercedes-Benz C 450;96.000 km;abr-16;270 kW (367 CV);Automático;Gasolina;7,9;ES;-/- ;€ 50.000
Mercedes-Benz C 180;109.418 km;may-16;115 kW (156 CV);Manual;Gasolina;5 l/;ES;-/- ;€ 16.900
Mercedes-Benz A 45 AMG;37.000 km;dic-16;280 kW (381 CV);Automático;Gasolina;6,9;ES;-/- ;€ 38.900
Mercedes-Benz GLC 250;44.897 km;ene-16;155 kW (211 CV);Automático;Gasolina;6,5;ES;-/- ;€ 33.000
Mercedes-Benz GLA 180;44.118 km;sep-16;90 kW (122 CV);Automático;Gasolina;5,6;Unknown;131;€ 20.900
Mercedes-Benz GLE 450;77.000 km;ene-16;270 kW (367 CV);Automático;Gasolina;9,4;ES;-/- ;€ 48.500
Mercedes-Benz S 500;112.700 km;may-16;335 kW (455 CV);Automático;Gasolina;9,9;ES;-/- ;€ 72.000
Mercedes-Benz;67.900 km;oct-16;350 kW (476 CV);Automático;Gasolina;-/- ;ES;-/- ;€ 59.990
Mercedes-Benz C 43 AMG;69.990 km;sep-16;270 kW (367 CV);Automático;Gasolina;-/- ;ES;-/- ;€ 43.990
Mercedes-Benz C 300;128.000 km;mar-16;170 kW (231 CV);Automático;Electro/Diésel;4,2;Unknown;106;€ 22.990
Mercedes-Benz A 200;70.500 km;dic-16;115 kW (156 CV);Manual;Gasolina;5,5;Unknown;128;€ 24.000
Mercedes-Benz A 200;50.000 km;oct-16;115 kW (156 CV);Automático;Gasolina;5,4;Unknown;121;€ 19.990
Mercedes-Benz GLA 200;76.200 km;feb-16;115 kW (156 CV);Manual;Gasolina;5,9;Unknown;139;€ 22.900
Mercedes-Benz SL 400;46.323 km;mar-16;245 kW (333 CV);Automático;Gasolina;7,7;ES;-/- ;€ 51.990
Mercedes-Benz CLA 250;119.000 km;oct-16;160 kW (218 CV);Automático;Gasolina;6,8;ES;-/- ;€ 23.900
Mercedes-Benz A 200;40.651 km;mar-16;115 kW (156 CV);Manual;Gasolina;5,5;ES;129;€ 18.890
Mercedes-Benz SL 400;56.402 km;ene-16;245 kW (333 CV);Automático;Gasolina;7,7;Unknown;179;€ 75.000
Mercedes-Benz C 250;28.000 km;ago-16;155 kW (211 CV);Automático;Gasolina;5,7;ES;-/- ;€ 27.990
Mercedes-Benz C 450;96.000 km;abr-16;270 kW (367 CV);Automático;Gasolina;7,9;ES;-/- ;€ 48.000
Mercedes-Benz A 45 AMG;15.500 km;jun-16;280 kW (381 CV);Automático;Gasolina;6,9;ES;-/- ;€ 37.800
Mercedes-Benz;67.900 km;oct-16;350 kW (476 CV);Automático;Gasolina;-/- ;ES;-/- ;€ 62.990
