vehicle;  km; year; power; transmision; fuel_type; consume; country;emisions;price 
BMW X1;84.064 km;ago-17;110 kW (150 CV);Manual;Diésel;4,1;ES;109;€ 23.800
BMW 118;53.000 km;feb-17;110 kW (150 CV);Manual;Diésel;4 l/;ES;104;€ 18.700
BMW 218;43.506 km;feb-17;110 kW (150 CV);Manual;Diésel;4,1;ES;109;€ 19.900
BMW X1;33.500 km;sep-16;110 kW (150 CV);Manual;Diésel;4,1;ES;109;€ 23.500
BMW 116;38.241 km;nov-16;85 kW (116 CV);Automático;Diésel;3,7;ES;97 g;€ 18.900
BMW 116;13.424 km;ene-18;85 kW (116 CV);Automático;Diésel;3,7;ES;97 g;€ 23.900
BMW 520;75.629 km;ene-18;140 kW (190 CV);Automático;Diésel;4,5;ES;-/- ;€ 38.900
BMW 435;51.889 km;ago-17;230 kW (313 CV);Automático;Diésel;5,6;ES;-/- ;€ 38.500
BMW 116;93.025 km;ago-16;85 kW (116 CV);Automático;Diésel;4 l/;ES;97 g;€ 18.900
BMW 218;66.908 km;may-16;110 kW (150 CV);Automático;Diésel;4,1;ES;-/- ;€ 22.500
BMW 116;25.944 km;ago-17;85 kW (116 CV);Manual;Diésel;4,1;ES;-/- ;€ 16.500
BMW 116;42.409 km;mar-17;85 kW (116 CV);Manual;Diésel;3,7;ES;97 g;€ 17.600
BMW X1;41.729 km;jul-17;110 kW (150 CV);Automático;Diésel;4,1;ES;109;€ 25.100
BMW 425;89.050 km;abr-17;165 kW (224 CV);Automático;Diésel;4,8;IT;127;€ 26.900
BMW X6 M;140.881 km;may-16;190 kW (258 CV);Automático;Diésel;-/- ;DE;-/- ;€ 35.990
BMW i3;44.413 km;abr-16;125 kW (170 CV);Automático;Eléctrico;-/- ;DE;0 g ;€ 19.999
BMW X5 M;46.589 km;jun-16;423 kW (575 CV);Automático;Gasolina;-/- ;DE;-/- ;€ 49.999
BMW 220;71.000 km;sep-18;140 kW (190 CV);Automático;Diésel;4,9;Unknown;127;€ 14.600
BMW 318;50.000 km;may-17;110 kW (150 CV);Automático;Diésel;4,1;DE;109;€ 19.400
BMW 320;47.900 km;dic-18;140 kW (190 CV);Automático;Diésel;4,8;DE;125;€ 20.990
BMW 118;44.815 km;nov-18;110 kW (150 CV);Automático;Diésel;4,4;DE;115;€ 18.590
BMW 320;47.000 km;jun-18;120 kW (163 CV);Automático;Diésel;4 l/;DE;104;€ 19.990
BMW 630;87.848 km;ene-18;195 kW (265 CV);Automático;Diésel;-/- ;BE;154;€ 41.900
BMW X1;133.000 km;abr-16;110 kW (150 CV);Manual;Diésel;4,6;ES;-/- ;€ 17.500
BMW X1;28.360 km;nov-17;85 kW (116 CV);Manual;Diésel;-/- ;BE;104;€ 22.000
BMW 550;79.900 km;jun-17;341 kW (464 CV);Automático;Gasolina;-/- ;Unknown;-/- ;€ 67.500
BMW 530;41.449 km;feb-18;185 kW (252 CV);Automático;Gasolina;6 l/;DE;137;€ 32.490
BMW 320;34.600 km;feb-18;140 kW (190 CV);Automático;Diésel;4,3;DE;113;€ 27.680
BMW X1;44.981 km;jun-17;110 kW (150 CV);Automático;Diésel;-/- ;DE;-/- ;€ 21.900
BMW 116;38.700 km;jul-18;85 kW (116 CV);Manual;Diésel;4 l/;DE;104;€ 16.990
BMW 316;58.000 km;jun-17;85 kW (116 CV);Manual;Diésel;4,1;Unknown;109;€ 14.900
BMW 316;40.117 km;nov-17;85 kW (116 CV);Manual;Diésel;4,1;Unknown;109;€ 22.000
BMW 116;41.000 km;ago-18;85 kW (116 CV);Manual;Diésel;3,7;Unknown;89 g;€ 21.499
BMW 218;141.507 km;feb-18;110 kW (150 CV);Automático;Diésel;4,1;IT;109;€ 14.450
BMW X5;50.000 km;may-18;180 kW (245 CV);Automático;Otros;3,3;Unknown;77 g;€ 28.000
BMW 120;74.309 km;feb-16;140 kW (190 CV);Manual;Diésel;-/- ;IT;-/- ;€ 17.950
BMW 318;143.000 km;feb-16;110 kW (150 CV);Automático;Diésel;4,1;IT;109;€ 13.990
BMW X5 M;97.990 km;jun-17;280 kW (381 CV);Automático;Diésel;6,6;DE;175;€ 43.750
BMW 530;141.000 km;feb-16;190 kW (258 CV);Automático;Diésel;5,3;DE;140;€ 20.950
BMW X3 M;47.000 km;ene-18;140 kW (190 CV);Automático;Diésel;5,2;Unknown;136;€ 39.999
BMW 225;15.300 km;ago-17;165 kW (224 CV);Automático;Electro/Gasolina;2,1;DE;46 g;€ 17.860
BMW 540;68.875 km;ago-17;250 kW (340 CV);Automático;Gasolina;7,3;DE;167;€ 45.990
BMW 530;53.300 km;ago-17;185 kW (252 CV);Automático;Electro/Gasolina;2 l/;DE;46 g;€ 37.884
BMW 330;60.989 km;ago-17;190 kW (258 CV);Automático;Diésel;5 l/;DE;131;€ 29.980
BMW 530;78.871 km;jun-17;195 kW (265 CV);Automático;Diésel;5,3;DE;138;€ 35.980
BMW 530;76.331 km;jun-17;195 kW (265 CV);Automático;Diésel;5,3;DE;138;€ 35.980
BMW 420;34.667 km;ago-17;135 kW (184 CV);Automático;Gasolina;6,2;DE;144;€ 34.980
BMW 420;25.177 km;sep-17;135 kW (184 CV);Automático;Gasolina;5,8;DE;134;€ 31.980
BMW X3;8.703 km;jul-17;190 kW (258 CV);Automático;Diésel;5,9;DE;156;€ 46.980
BMW 530;67.107 km;may-17;195 kW (265 CV);Automático;Diésel;4,7;DE;124;€ 30.980
BMW X3;48.256 km;ene-18;140 kW (190 CV);Automático;Diésel;5,2;DE;136;€ 26.900
BMW X1;74.795 km;ago-17;110 kW (150 CV);Automático;Diésel;4,7;DE;124;€ 23.990
BMW 218;101.200 km;jun-17;100 kW (136 CV);Automático;Gasolina;5,1;Unknown;118;€ 10.600
BMW X5 M;46.000 km;jun-16;280 kW (381 CV);Automático;Diésel;6,7;Unknown;177;€ 49.900
BMW 240;30.000 km;ago-18;250 kW (340 CV);Automático;Gasolina;7,4;Unknown;169;€ 34.500
BMW 120;41.000 km;ago-17;135 kW (184 CV);Automático;Gasolina;6 l/;DE;138;€ 19.480
BMW 220;55.000 km;abr-17;140 kW (190 CV);Automático;Diésel;4,5;DE;119;€ 22.400
BMW 220;18.500 km;may-17;135 kW (184 CV);Manual;Gasolina;5,7;DE;131;€ 28.900
BMW 118;32.287 km;sep-17;100 kW (136 CV);Manual;Gasolina;5 l/;DE;116;€ 16.480
BMW 535;81.000 km;may-16;265 kW (360 CV);Automático;Diésel;5,9;Unknown;154;€ 30.999
BMW 116;75.000 km;ene-16;85 kW (116 CV);Automático;Diésel;3,4;FR;89 g;€ 13.990
BMW 320;43.200 km;abr-18;140 kW (190 CV);Automático;Diésel;4,5;DE;119;€ 27.900
BMW 525;98.558 km;feb-17;160 kW (218 CV);Automático;Diésel;5,4;DE;143;€ 27.900
BMW 520;174.913 km;mar-17;140 kW (190 CV);Automático;Diésel;4,6;DE;121;€ 19.900
BMW 540;38.205 km;jun-17;250 kW (340 CV);Automático;Gasolina;6,9;DE;159;€ 43.900
BMW 520;186.262 km;mar-17;140 kW (190 CV);Automático;Diésel;4,6;DE;121;€ 19.750
BMW X3;165.821 km;mar-17;110 kW (150 CV);Manual;Diésel;4,7;DE;124;€ 16.990
BMW 320;177.886 km;nov-16;140 kW (190 CV);Manual;Diésel;4,6;DE;121;€ 14.900
BMW 530;31.500 km;sep-18;185 kW (252 CV);Automático;Gasolina;5,8;DE;133;€ 37.650
BMW i8;250 km;may-18;170 kW (231 CV);Automático;Gasolina;2,1;DE;-/- ;€ 199.900
BMW i3;7.400 km;jul-17;75 kW (102 CV);Automático;Eléctrico;-/- ;IT;0 g ;€ 22.900
BMW 218;24.200 km;mar-18;110 kW (150 CV);Automático;Diésel;4,4;IT;114;€ 17.900
BMW 520;95.000 km;oct-16;140 kW (190 CV);Automático;Diésel;4,6;IT;122;€ 18.900
BMW M2;30.300 km;sep-17;272 kW (370 CV);Manual;Gasolina;8,5;Unknown;199;€ 39.700
BMW 520;40.000 km;nov-17;140 kW (190 CV);Automático;Diésel;5,1;IT;119;€ 33.800
BMW 220;85.000 km;feb-16;140 kW (190 CV);Manual;Diésel;4,1;DE;107;€ 18.909
Unknown;83.796 km;mar-17;170 kW (231 CV);Automático;Gasolina;6,4;DE;148;€ 22.790
Unknown;26.796 km;ago-17;135 kW (184 CV);Manual;Gasolina;6,1;DE;140;€ 20.490
BMW 218;58.365 km;ago-16;110 kW (150 CV);Automático;Diésel;4,1;DE;109;€ 18.900
