vehicle;  km; year; power; transmision; fuel_type; consume; country;emisions;price ;;;
BMW 320;171.000 km;sep-11;120 kW (163 CV);Manual;Diésel;4,1;ES;-/- ;€ 11.800;;;
BMW X5;98.470 km;dic-11;225 kW (306 CV);Automático;Diésel;7,5;ES;-/- ;€ 25.990;;;
BMW 730;80.000 km;jun-11;180 kW (245 CV);Automático;Diésel;-/- ;ES;-/- ;€ 29.000;;;
BMW 318;82.718 km;jun-11;105 kW (143 CV);Manual;Diésel;4,5;ES;-/- ;€ 13.499;;;
BMW 316;219.869 km;jun-11;- kW (- CV);Manual;Diésel;-/- ;ES;-/- ;€ 10.900;;;
BMW X1;140.697 km;mar-11;105 kW (143 CV);Automático;Diésel;6,2;ES;-/- ;€ 12.890;;;
BMW X1;192.000 km;mar-11;105 kW (143 CV);Manual;Diésel;5,2;ES;-/- ;€ 9.900;;;
BMW 116;92.000 km;jun-11;85 kW (116 CV);Manual;Diésel;4,4;ES;-/- ;€ 11.250;;;
BMW X1;146.000 km;sep-11;105 kW (143 CV);Automático;Diésel;5,9;ES;-/- ;€ 12.999;;;
BMW 535;160.000 km;feb-11;230 kW (313 CV);Automático;Diésel;5,6;ES;-/- ;€ 16.990;;;
BMW;139.483 km;dic-11;250 kW (340 CV);Manual;Gasolina;9,6;ES;-/- ;€ 49.800;;;
BMW M3;111.560 km;mar-11;309 kW (420 CV);Automático;Gasolina;11,2;ES;-/- ;€ 35.990;;;
BMW 520;113.000 km;jun-11;135 kW (184 CV);Automático;Diésel;5,2;ES;-/- ;€ 15.900;;;
BMW 120;77.000 km;feb-11;130 kW (177 CV);Automático;Diésel;5,4;ES;-/- ;€ 11.700;;;
BMW X1;201.781 km;jun-11;105 kW (143 CV);Manual;Diésel;5,2;ES;-/- ;€ 10.900;;;
BMW X1;100.000 km;jun-11;105 kW (143 CV);Manual;Diésel;5,2;ES;-/- ;€ 10.999;;;
BMW X1;94.453 km;ago-11;105 kW (143 CV);Automático;Diésel;6,2;ES;-/- ;€ 15.400;;;
BMW 116;130.000 km;jun-11;90 kW (122 CV);Manual;Gasolina;5,8;ES;-/- ;€ 8.900;;;
BMW X6;65.000 km;dic-11;180 kW (245 CV);Automático;Diésel;-/- ;ES;-/- ;€ 32.900;;;
BMW 318;211.500 km;mar-11;105 kW (143 CV);Automático;Diésel;5,4;ES;-/- ;€ 7.650;;;
BMW 318;210.000 km;jun-11;105 kW (143 CV);Manual;Diésel;4,5;ES;-/- ;€ 8.200;;;
BMW 320;155.100 km;jun-11;135 kW (184 CV);Manual;Diésel;4,5;ES;-/- ;€ 10.490;;;
BMW 740;341.889 km;ene-11;225 kW (306 CV);Automático;Diésel;7 l/;ES;-/- ;€ 20.990;;;
BMW 520;144.000 km;jul-11;135 kW (184 CV);Automático;Diésel;5,2;Unknown;137;€ 13.950;;;
BMW 520;349.278 km;jun-11;135 kW (184 CV);Automático;Diésel;4,9;ES;-/- ;€ 8.900;;;
BMW 118;150.353 km;may-11;105 kW (143 CV);Manual;Diésel;4,8;ES;-/- ;€ 11.400;;;
BMW Active Hybrid X6;152.571 km;mar-11;357 kW (485 CV);Automático;Electro/Gasolina;9,9;ES;-/- ;€ 29.500;;;
BMW X3;156.771 km;jun-11;135 kW (184 CV);Manual;Diésel;5,6;ES;-/- ;€ 13.990;;;
BMW 530;272.000 km;may-11;190 kW (258 CV);Automático;Diésel;5,3;ES;-/- ;€ 16.990;;;
BMW 535;190.000 km;jun-11;230 kW (313 CV);Automático;Diésel;5,6;ES;-/- ;€ 19.990;;;
BMW X1;89.000 km;ene-11;130 kW (177 CV);Automático;Diésel;6,2;ES;-/- ;€ 16.890;;;
BMW 525;127.557 km;oct-11;160 kW (218 CV);Automático;Diésel;4,8;ES;-/- ;€ 16.500;;;
BMW X6;168.000 km;ene-11;180 kW (245 CV);Automático;Diésel;7,4;ES;-/- ;€ 23.590;;;
BMW 525;90.000 km;ene-11;180 kW (245 CV);Automático;Diésel;6,1;ES;-/- ;€ 16.980;;;
BMW 520;128.652 km;oct-11;135 kW (184 CV);Automático;Diésel;4,8;ES;-/- ;€ 19.000;;;
BMW 330;99.999 km;mar-11;180 kW (245 CV);Automático;Diésel;6,6;ES;-/- ;€ 14.990;;;
BMW 116;190.000 km;nov-11;85 kW (116 CV);Manual;Diésel;-/- ;ES;-/- ;€ 11.500;;;
BMW 520;133.500 km;jun-11;135 kW (184 CV);Automático;Diésel;4,8;ES;-/- ;€ 13.500;;;
BMW 320;124.800 km;jun-11;151 kW (205 CV);Automático;Diésel;-/- ;Unknown;-/- ;€ 16.999;;;
BMW 320;199.000 km;ene-11;120 kW (163 CV);Manual;Diésel;4,1;ES;-/- ;€ 7.980;;;
BMW 320;207.647 km;sep-11;135 kW (184 CV);Manual;Diésel;4,5;ES;-/- ;€ 10.999;;;
BMW X1;150.000 km;jul-11;105 kW (143 CV);Automático;Diésel;5,9;Unknown;155;€ 12.995;;;
BMW X5;172.000 km;ene-11;180 kW (245 CV);Automático;Diésel;7,4;ES;195;€ 20.950;;;
BMW X3;141.500 km;mar-11;1 kW (1 CV);-/- (Cambio);Diésel;-/- ;Unknown;-/- ;€ 10.817;;;
BMW X5;144.000 km;feb-11;300 kW (408 CV);Automático;Gasolina;12,5;Unknown;292;€ 23.500;;;
BMW 535;126.000 km;may-11;225 kW (306 CV);Automático;Gasolina;8,9;Unknown;209;€ 16.200;;;
BMW X6;165.000 km;jul-11;225 kW (306 CV);Automático;Diésel;7,5;ES;-/- ;€ 24.990;;;
BMW 320;125.000 km;ene-11;130 kW (177 CV);Manual;Diésel;4,9;Unknown;128;€ 11.999;;;
BMW 520;114.400 km;mar-11;135 kW (184 CV);Automático;Diésel;5,2;ES;-/- ;€ 17.800;;;
BMW 325;130.000 km;ene-11;160 kW (218 CV);Automático;Gasolina;8,2;Unknown;192;€ 12.500;;;
BMW 320;103.000 km;abr-11;135 kW (184 CV);Manual;Diésel;4,7;Unknown;125;€ 15.800;;;
BMW X5;88.000 km;dic-11;180 kW (245 CV);Automático;Diésel;7,4;ES;-/- ;€ 26.800;;;
BMW X5;148.000 km;oct-11;180 kW (245 CV);Automático;Diésel;7,4;Unknown;195;€ 17.900;;;
BMW X6;236.000 km;jun-11;350 kW (476 CV);Automático;Gasolina;12,5;Unknown;292;€ 22.600;;;
BMW 320;175.000 km;abr-11;135 kW (184 CV);Automático;Diésel;5,3;ES;-/- ;€ 13.490;;;
BMW X1;212.000 km;jul-11;105 kW (143 CV);Automático;Diésel;5,9;ES;-/- ;€ 9.990;;;
BMW X1;31.990 km;may-11;105 kW (143 CV);Manual;Diésel;5,7;ES;-/- ;€ 13.920;;;
BMW 520;340.000 km;nov-11;135 kW (184 CV);Automático;Diésel;5,2;Unknown;137;€ 12.690;;;
BMW X6;220.000 km;feb-11;225 kW (306 CV);Automático;Diésel;7,5;Unknown;198;€ 33.950;;;
BMW 116;150.000 km;jul-11;85 kW (116 CV);Manual;Diésel;4,4;Unknown;118;€ 9.000;;;
BMW 320;220.000 km;mar-11;135 kW (184 CV);Manual;Diésel;5,2;Unknown;137;€ 10.000;;;
BMW 530;187.980 km;ene-11;180 kW (245 CV);Manual;Diésel;6,4;ES;-/- ;€ 12.490;;;
BMW X1;220.418 km;abr-11;105 kW (143 CV);Manual;Diésel;5,2;ES;-/- ;€ 9.490;;;
BMW 118;62.000 km;dic-11;105 kW (143 CV);Manual;Diésel;4,9;Unknown;127;€ 12.000;;;
BMW 530;160.000 km;oct-11;190 kW (258 CV);Manual;Diésel;5,9;Unknown;155;€ 16.900;;;
BMW X5;108.000 km;feb-11;180 kW (245 CV);Automático;Diésel;7,4;Unknown;195;€ 24.900;;;
BMW 318;149.000 km;dic-11;105 kW (143 CV);Automático;Diésel;5,3;Unknown;140;€ 9.999;;;
BMW X1;143.380 km;jul-11;130 kW (177 CV);Manual;Diésel;5,8;Unknown;153;€ 11.000;;;
BMW 320;150.000 km;ene-11;135 kW (184 CV);Manual;Diésel;4,7;Unknown;125;€ 15.499;;;
BMW X6;223.000 km;nov-11;180 kW (245 CV);Automático;Diésel;7,4;Unknown;195;€ 21.000;;;
BMW 520;253.572 km;jul-11;135 kW (184 CV);Automático;Diésel;5,2;ES;137;€ 14.900;;;
BMW X1;76.427 km;jun-11;105 kW (143 CV);Automático;Diésel;5,9;ES;-/- ;€ 17.800;;;
BMW X1;157.000 km;mar-11;105 kW (143 CV);Manual;Diésel;5,7;ES;150;€ 10.490;;;
BMW X1;112.000 km;may-11;130 kW (177 CV);Automático;Diésel;6,2;ES;-/- ;€ 14.900;;;
BMW 116;105.800 km;ago-11;85 kW (116 CV);Manual;Diésel;4,4;ES;118;€ 10.850;;;
BMW 335;106.000 km;mar-11;225 kW (306 CV);Automático;Gasolina;9,1;Unknown;212;€ 18.500;;;
BMW X1;229.000 km;jun-11;105 kW (143 CV);Manual;Diésel;5,2;ES;136;€ 8.990;;;
BMW 320;131.000 km;mar-11;135 kW (184 CV);Automático;Diésel;5,6;Unknown;149;€ 18.500;;;
BMW 320;249.000 km;jun-11;135 kW (184 CV);Manual;Diésel;5,2;Unknown;137;€ 14.350;;;
BMW X6;165.854 km;mar-11;180 kW (245 CV);Automático;Diésel;7,4;Unknown;195;€ 23.900;;;
BMW X3;157.045 km;jun-11;135 kW (184 CV);Automático;Diésel;5,6;Unknown;147;€ 11.485;;;
BMW Z4;151.000 km;ene-11;150 kW (204 CV);Automático;Gasolina;8,2;Unknown;192;€ 17.900;;;
BMW 116;108.187 km;dic-11;85 kW (116 CV);Manual;Diésel;4,4;Unknown;115;€ 10.850;;;
BMW X3;151.780 km;feb-11;135 kW (184 CV);Automático;Diésel;5,6;Unknown;147;€ 14.000;;;
BMW 530;155.193 km;ene-11;180 kW (245 CV);Automático;Diésel;6,5;Unknown;173;€ 15.715;;;
BMW 116;151.000 km;abr-11;85 kW (116 CV);Manual;Diésel;4,4;Unknown;118;€ 8.500;;;
BMW 320;146.000 km;jun-11;135 kW (184 CV);Manual;Diésel;4,7;Unknown;125;€ 14.500;;;
BMW X5;95.300 km;nov-11;225 kW (306 CV);Automático;Diésel;7,5;ES;198;€ 27.900;;;
BMW X6;158.000 km;jul-11;225 kW (306 CV);Automático;Diésel;7,5;Unknown;198;€ 28.000;;;
BMW X3;162.013 km;ago-11;135 kW (184 CV);Automático;Diésel;5,6;Unknown;147;€ 13.131;;;
BMW 116;125.000 km;nov-11;85 kW (116 CV);Manual;Diésel;4,3;Unknown;117;€ 9.500;;;
BMW X3;140.000 km;abr-11;190 kW (258 CV);Automático;Diésel;6 l/;Unknown;149;€ 20.000;;;
BMW X6;267.000 km;ene-11;180 kW (245 CV);Automático;Diésel;7,4;Unknown;195;€ 25.000;;;
BMW 318;120.000 km;jun-11;105 kW (143 CV);Manual;Diésel;4,5;ES;-/- ;€ 9.990;;;
BMW 320;200.568 km;jun-11;120 kW (163 CV);Manual;Diésel;4,1;Unknown;109;€ 9.000;;;
BMW 530;120.000 km;oct-11;185 kW (252 CV);Automático;Diésel;-/- ;Unknown;-/- ;€ 15.000;;;
BMW X5;195.000 km;ene-11;225 kW (306 CV);Automático;Diésel;7,5;Unknown;198;€ 24.900;;;
BMW 520;142.000 km;feb-11;135 kW (184 CV);Manual;Diésel;4,8;Unknown;125;€ 16.500;;;
BMW 1er M Coupé;120.000 km;nov-11;250 kW (340 CV);Manual;Gasolina;9,6;Unknown;224;€ 45.000;;;
BMW X5;229.000 km;abr-11;225 kW (306 CV);Automático;Diésel;7,5;Unknown;198;€ 20.000;;;
BMW 750;139.000 km;jul-11;300 kW (408 CV);Automático;Gasolina;11,9;ES;-/- ;€ 21.900;;;
BMW 318;120.000 km;jun-11;105 kW (143 CV);Manual;Diésel;4,5;ES;-/- ;€ 9.990;;;
BMW 740;341.889 km;ene-11;225 kW (306 CV);Automático;Diésel;7 l/;ES;-/- ;€ 20.990;;;
BMW 118;170.000 km;nov-11;105 kW (143 CV);Automático;Diésel;4,4;ES;118;€ 10.000;;;
BMW;74.000 km;dic-11;250 kW (340 CV);Manual;Gasolina;9,6;ES;-/- ;€ 41.900;;;
BMW 320;237.000 km;ene-11;130 kW (177 CV);Manual;Diésel;4,8;ES;125;€ 9.500;;;
BMW 320;178.000 km;ene-11;130 kW (177 CV);Manual;Diésel;4,8;ES;125;€ 10.850;;;
BMW;96.990 km;sep-11;250 kW (340 CV);Manual;Gasolina;9,6;ES;-/- ;€ 53.990;;;
BMW 650;119.000 km;sep-11;300 kW (408 CV);Automático;Gasolina;10,7;Unknown;248;€ 33.900;;;
BMW X5;199.999 km;ago-11;180 kW (245 CV);Automático;Diésel;7,4;ES;195;€ 17.999;;;
BMW 320;174.000 km;feb-11;135 kW (184 CV);Manual;Diésel;5,1;ES;-/- ;€ 15.499;;;
BMW 330;62.000 km;jun-11;180 kW (245 CV);Automático;Diésel;6,4;ES;-/- ;€ 20.990;;;
BMW 520;160.175 km;abr-11;135 kW (184 CV);Manual;Diésel;4,8;ES;125;€ 15.500;;;
BMW 118;108.000 km;jun-11;105 kW (143 CV);Manual;Diésel;4,4;ES;-/- ;€ 14.000;;;
BMW X6;101.000 km;sep-11;180 kW (245 CV);Automático;Diésel;7,4;Unknown;195;€ 25.500;;;
BMW 520;260.000 km;sep-11;135 kW (184 CV);Manual;Diésel;5,1;ES;130;€ 12.500;;;
BMW 520;159.000 km;oct-11;135 kW (184 CV);Manual;Diésel;4,5;Unknown;119;€ 12.800;;;
BMW 520;128.652 km;oct-11;135 kW (184 CV);Automático;Diésel;4,9;ES;129;€ 19.000;;;
BMW 120;119.000 km;feb-11;130 kW (177 CV);Manual;Diésel;5,1;Unknown;132;€ 15.450;;;
BMW 650;110.000 km;sep-11;300 kW (408 CV);Automático;Gasolina;10,7;Unknown;248;€ 36.000;;;
BMW 320;67.900 km;abr-11;135 kW (184 CV);Manual;Diésel;4,8;ES;128;€ 12.500;;;
BMW 318;79.000 km;sep-11;105 kW (143 CV);Manual;Diésel;4,5;Unknown;119;€ 11.300;;;
BMW 520;72.500 km;dic-11;135 kW (184 CV);Manual;Diésel;4,8;Unknown;125;€ 15.500;;;
BMW 535;155.000 km;nov-11;225 kW (306 CV);Automático;Gasolina;8,3;ES;194;€ 17.990;;;
BMW 730;148.600 km;may-11;180 kW (245 CV);Automático;Diésel;7,2;Unknown;178;€ 27.900;;;
BMW 1er M Coupé;78.000 km;jun-11;250 kW (340 CV);Manual;Gasolina;9,6;Unknown;224;€ 52.000;;;
BMW X3;101.000 km;jul-11;135 kW (184 CV);Automático;Diésel;5,6;Unknown;147;€ 24.500;;;
BMW 520;140.000 km;jun-11;135 kW (184 CV);Automático;Diésel;4,9;Unknown;129;€ 14.900;;;
BMW 520;191.000 km;feb-11;135 kW (184 CV);Automático;Diésel;4,9;Unknown;129;€ 12.900;;;
BMW 1er M Coupé;115.000 km;nov-11;250 kW (340 CV);Manual;Gasolina;9,6;Unknown;224;€ 49.500;;;
BMW 520;135.000 km;may-11;135 kW (184 CV);Manual;Diésel;4,8;Unknown;125;€ 15.500;;;
BMW X6;142.000 km;ago-11;180 kW (245 CV);Automático;Diésel;7,4;Unknown;195;€ 24.250;;;
BMW 525;80.000 km;mar-11;150 kW (204 CV);Automático;Diésel;6,1;ES;160;€ 26.900;;;
BMW X1;150.000 km;nov-11;105 kW (143 CV);Manual;Diésel;5,2;Unknown;136;€ 12.000;;;
BMW 320;110.000 km;ago-11;120 kW (163 CV);Manual;Diésel;4,1;ES;-/- ;€ 11.900;;;
