vehicle;  km; year; power; transmision; fuel_type; consume; country;emisions;price 
BMW 218;150 km;jul-20;103 kW (140 CV);Automático;Gasolina;5,9;ES;123;€ 33.500
BMW X3;1.000 km;ene-20;260 kW (354 CV);Automático;Gasolina;8 l/;ES;183;€ 69.900
BMW 330;4.777 km;feb-20;215 kW (292 CV);Automático;Electro/Gasolina;-/- ;ES;37 g;€ 48.900
BMW i3;5.000 km;feb-20;135 kW (184 CV);Automático;Eléctrico;-/- ;ES;0 g ;€ 39.900
BMW 318;33 km;feb-20;100 kW (136 CV);Manual;Gasolina;5,4;ES;143;€ 27.500
BMW 218;5.000 km;mar-20;103 kW (140 CV);Automático;Gasolina;6,1;ES;114;€ 33.900
BMW X3;1.800 km;mar-20;215 kW (292 CV);Automático;Electro/Gasolina;2,2;ES;49 g;€ 57.900
BMW X5;4.550 km;feb-20;250 kW (340 CV);Automático;Gasolina;10 l;ES;183;€ 76.500
BMW;4.350 km;may-20;225 kW (306 CV);Automático;Gasolina;7,1;ES;-/- ;€ 51.200
BMW;4.300 km;may-20;225 kW (306 CV);Automático;Gasolina;7,1;ES;-/- ;€ 50.550
BMW X3;2.079 km;feb-20;215 kW (292 CV);Automático;Electro/Gasolina;2,1;ES;-/- ;€ 54.700
BMW X5;14.000 km;ene-20;290 kW (394 CV);Automático;Electro/Gasolina;1,7;ES;-/- ;€ 95.900
BMW 118;4.150 km;may-20;103 kW (140 CV);Automático;Gasolina;5 l/;ES;-/- ;€ 33.900
BMW 118;4.050 km;may-20;103 kW (140 CV);Automático;Gasolina;5 l/;ES;-/- ;€ 34.900
BMW 118;4.250 km;may-20;103 kW (140 CV);Automático;Gasolina;5 l/;ES;-/- ;€ 34.500
BMW 118;4.300 km;may-20;103 kW (140 CV);Automático;Gasolina;5 l/;ES;-/- ;€ 31.500
BMW;4.700 km;ene-20;225 kW (306 CV);Automático;Gasolina;7,1;ES;-/- ;€ 49.000
BMW;2.000 km;jul-20;225 kW (306 CV);Automático;Gasolina;7,3;ES;-/- ;€ 55.000
BMW i3;250 km;ago-20;125 kW (170 CV);Automático;Eléctrico;-/- ;ES;0 g ;€ 39.900
BMW M2;980 km;jul-20;331 kW (450 CV);Automático;Gasolina;10 l;ES;-/- ;€ 98.490
BMW 218;1.000 km;mar-20;103 kW (140 CV);Manual;Gasolina;5,9;ES;123;€ 35.400
BMW 118;3.600 km;ene-20;103 kW (140 CV);Automático;Gasolina;5,3;ES;-/- ;€ 29.890
BMW M2;5 km;jul-20;302 kW (411 CV);Automático;Gasolina;10 l;ES;-/- ;€ 73.400
BMW Z4;3.000 km;ene-20;145 kW (197 CV);Automático;Gasolina;6 l/;ES;-/- ;€ 49.800
BMW X5;14.000 km;ene-20;290 kW (394 CV);Automático;Electro/Gasolina;1,7;ES;-/- ;€ 95.900
BMW 330;4.550 km;ene-20;215 kW (292 CV);Automático;Electro/Gasolina;1,6;ES;-/- ;€ 47.900
BMW 330;1.071 km;jun-20;215 kW (292 CV);Automático;Electro/Gasolina;1,6;ES;-/- ;€ 53.600
BMW X3 M;4.350 km;may-20;353 kW (480 CV);Automático;Gasolina;10,5;ES;-/- ;€ 109.90
BMW i3;10 km;jul-20;125 kW (170 CV);Automático;Eléctrico;-/- ;ES;0 g ;€ 33.600
BMW X3 M;4.350 km;may-20;375 kW (510 CV);Automático;Gasolina;10,5;ES;-/- ;€ 119.90
BMW 118;1.670 km;ene-20;103 kW (140 CV);Automático;Gasolina;5,3;ES;-/- ;€ 26.890
BMW X7;10 km;jun-20;250 kW (340 CV);Automático;Gasolina;11 l;ES;199;€ 105.50
BMW X3 M;4.250 km;may-20;375 kW (510 CV);Automático;Gasolina;10,5;ES;-/- ;€ 119.90
BMW M2;4.150 km;may-20;331 kW (450 CV);Automático;Gasolina;10 l;ES;-/- ;€ 102.90
BMW M2;999 km;feb-20;302 kW (411 CV);Automático;Gasolina;10 l;ES;227;€ 73.990
BMW X1;100 km;jun-20;162 kW (220 CV);Automático;Electro/Gasolina;1,7;ES;43 g;€ 45.000
BMW X5;4.300 km;may-20;250 kW (340 CV);Automático;Gasolina;8,9;ES;-/- ;€ 90.900
BMW X6 M;4.100 km;may-20;460 kW (625 CV);Automático;Gasolina;9,5;ES;-/- ;€ 157.90
BMW M2;17.500 km;feb-20;302 kW (411 CV);Automático;Gasolina;9,2;ES;-/- ;€ 62.490
BMW X4 M;4.970 km;abr-20;375 kW (510 CV);Automático;Gasolina;10,5;ES;-/- ;€ 117.90
BMW X3 M;4.150 km;abr-20;375 kW (510 CV);Automático;Gasolina;10,5;ES;-/- ;€ 115.90
BMW X4 M;4.200 km;abr-20;375 kW (510 CV);Automático;Gasolina;10,5;ES;-/- ;€ 117.90
BMW Z4;4.120 km;abr-20;190 kW (258 CV);Automático;Gasolina;6 l/;ES;-/- ;€ 63.900
BMW X3;4.100 km;jul-20;215 kW (292 CV);Automático;Electro/Gasolina;2,1;ES;-/- ;€ 59.900
BMW X4;4.010 km;abr-20;135 kW (184 CV);Automático;Gasolina;6,7;ES;-/- ;€ 63.900
BMW X3;4.150 km;abr-20;265 kW (360 CV);Automático;Gasolina;7,8;ES;-/- ;€ 74.500
BMW 218;4.000 km;feb-20;103 kW (140 CV);Automático;Gasolina;5,8;ES;-/- ;€ 32.600
BMW X1;12 km;jul-20;162 kW (220 CV);Automático;Electro/Gasolina;1,7;ES;43 g;€ 52.900
BMW X4 M;4.100 km;abr-20;375 kW (510 CV);Automático;Gasolina;10,5;ES;-/- ;€ 117.90
BMW 118;3.500 km;feb-20;100 kW (136 CV);Manual;Gasolina;5,9;ES;-/- ;€ 27.490
BMW X5 M;900 km;may-20;460 kW (625 CV);Automático;Gasolina;12,8;ES;-/- ;€ 152.90
BMW X2;1.677 km;feb-20;103 kW (140 CV);Automático;Gasolina;5,5;ES;-/- ;€ 34.700
BMW X1;4.100 km;jul-20;162 kW (220 CV);Automático;Electro/Gasolina;1,8;ES;-/- ;€ 46.900
BMW 320;6.000 km;mar-20;135 kW (184 CV);Automático;Gasolina;5,5;ES;-/- ;€ 36.990
BMW 218;4.100 km;jul-20;103 kW (140 CV);Automático;Gasolina;4,6;ES;-/- ;€ 33.900
BMW X6;7.800 km;ene-20;390 kW (530 CV);Automático;Gasolina;10,4;ES;-/- ;€ 117.900
BMW X6 M;1.965 km;feb-20;460 kW (625 CV);Automático;Gasolina;9,5;ES;-/- ;€ 170.90
BMW X1;1.000 km;jun-20;162 kW (220 CV);Automático;Electro/Gasolina;1,7;ES;43 g;€ 45.250
BMW M2;1.560 km;mar-20;302 kW (411 CV);Manual;Gasolina;9,2;Unknown;209;€ 59.995
BMW 218;9 km;jun-20;103 kW (140 CV);Automático;Gasolina;4,6;ES;-/- ;€ 32.100
BMW X1;9 km;jun-20;162 kW (220 CV);Automático;Electro/Gasolina;1,8;ES;-/- ;€ 45.100
BMW X1;9 km;jun-20;162 kW (220 CV);Automático;Electro/Gasolina;1,8;ES;-/- ;€ 44.100
BMW 320;3.000 km;mar-20;135 kW (184 CV);Automático;Gasolina;5,5;ES;-/- ;€ 38.900
BMW 218;2.000 km;jun-20;103 kW (140 CV);Automático;Gasolina;4,6;ES;-/- ;€ 35.900
BMW 118;100 km;jun-20;103 kW (140 CV);Automático;Gasolina;5 l/;ES;-/- ;€ 33.000
BMW X7;4.100 km;feb-20;250 kW (340 CV);Automático;Gasolina;9 l/;ES;-/- ;€ 107.90
BMW X7;4.100 km;feb-20;250 kW (340 CV);Automático;Gasolina;8,7;ES;-/- ;€ 111.50
BMW X1;8.000 km;ene-20;103 kW (140 CV);Automático;Gasolina;5,4;ES;122;€ 35.500
BMW 118;2.100 km;abr-20;103 kW (140 CV);Automático;Gasolina;5 l/;ES;-/- ;€ 31.900
BMW 340;500 km;ago-20;275 kW (374 CV);Automático;Gasolina;7,2;Unknown;163;€ 80.500
BMW 320;3.000 km;mar-20;135 kW (184 CV);Automático;Gasolina;5,5;ES;-/- ;€ 37.800
BMW 218;4.150 km;mar-20;103 kW (140 CV);Manual;Gasolina;4,7;ES;-/- ;€ 32.200
BMW;11.483 km;ene-20;275 kW (374 CV);Automático;Gasolina;7 l/;ES;-/- ;€ 72.200
BMW 320;6.000 km;mar-20;135 kW (184 CV);Automático;Gasolina;5,5;ES;-/- ;€ 41.900
BMW X2 M;9 km;ene-20;225 kW (306 CV);Automático;Gasolina;6,8;ES;-/- ;€ 54.100
BMW 840;4.100 km;mar-20;250 kW (340 CV);Automático;Gasolina;7,4;ES;-/- ;€ 114.90
BMW X5;4.150 km;mar-20;390 kW (530 CV);Automático;Gasolina;10,5;ES;-/- ;€ 115.90
BMW;4.100 km;abr-20;250 kW (340 CV);Automático;Gasolina;7,3;ES;-/- ;€ 45.900
BMW X6;4.050 km;may-20;390 kW (530 CV);Automático;Gasolina;10,4;ES;-/- ;€ 122.90
BMW X4;4.000 km;feb-20;135 kW (184 CV);Automático;Gasolina;6,7;ES;-/- ;€ 63.900
BMW X4;4.050 km;ene-20;135 kW (184 CV);Automático;Gasolina;6,7;ES;-/- ;€ 53.900
BMW X5;4.300 km;ene-20;250 kW (340 CV);Automático;Gasolina;8,9;ES;-/- ;€ 76.500
BMW X5;4.150 km;ene-20;250 kW (340 CV);Automático;Gasolina;8,9;ES;-/- ;€ 76.500
BMW 320;4.200 km;ene-20;135 kW (184 CV);Automático;Gasolina;5,5;ES;-/- ;€ 45.900
BMW 118;900 km;ene-20;103 kW (140 CV);Automático;Gasolina;5 l/;ES;-/- ;€ 29.900
BMW X1;4.250 km;ene-20;103 kW (140 CV);Automático;Gasolina;5,4;ES;-/- ;€ 39.500
BMW X1;4.200 km;ene-20;103 kW (140 CV);Automático;Gasolina;5,4;ES;-/- ;€ 39.750
BMW X1;4.100 km;ene-20;103 kW (140 CV);Automático;Gasolina;5,4;ES;-/- ;€ 39.200
BMW X1;4.150 km;ene-20;103 kW (140 CV);Automático;Gasolina;5,4;ES;-/- ;€ 35.500
BMW X1;4.000 km;ene-20;103 kW (140 CV);Automático;Gasolina;5,5;ES;-/- ;€ 35.900
BMW X3;4.080 km;ene-20;265 kW (360 CV);Automático;Gasolina;8 l/;ES;-/- ;€ 75.400
BMW 118;4.350 km;ene-20;103 kW (140 CV);Automático;Gasolina;5 l/;ES;-/- ;€ 31.700
BMW 118;4.300 km;ene-20;103 kW (140 CV);Automático;Gasolina;5 l/;ES;-/- ;€ 32.900
BMW 118;4.150 km;ene-20;103 kW (140 CV);Automático;Gasolina;5 l/;ES;-/- ;€ 33.600
BMW 118;4.350 km;ene-20;103 kW (140 CV);Automático;Gasolina;5 l/;ES;-/- ;€ 30.999
BMW X5;4.100 km;ene-20;250 kW (340 CV);Automático;Gasolina;8,9;ES;-/- ;€ 78.700
BMW X6;4.150 km;ene-20;250 kW (340 CV);Automático;Gasolina;8 l/;ES;-/- ;€ 93.900
BMW X5;4.700 km;ene-20;250 kW (340 CV);Automático;Gasolina;8,9;ES;-/- ;€ 89.200
BMW X4 M;4.100 km;ene-20;353 kW (480 CV);Automático;Gasolina;10,5;ES;-/- ;€ 119.900
BMW X4 M;5.467 km;ene-20;353 kW (480 CV);Automático;Gasolina;10,5;ES;-/- ;€ 97.100
BMW 225;5 km;feb-20;165 kW (224 CV);Automático;Electro/Gasolina;1,9;ES;-/- ;€ 36.000
BMW M2;1 km;may-20;331 kW (450 CV);Automático;Gasolina;10 l;ES;-/- ;€ 112.400
BMW M2;1 km;may-20;331 kW (450 CV);Automático;Gasolina;10 l;ES;-/- ;€ 109.990
BMW M2;1 km;may-20;331 kW (450 CV);Automático;Gasolina;10 l;ES;-/- ;€ 109.990
BMW 135;2.500 km;mar-20;225 kW (306 CV);Automático;Gasolina;7,1;Unknown;162;€ 47.000
BMW X2;26.076 km;feb-20;103 kW (140 CV);Automático;Gasolina;5,5;ES;-/- ;€ 31.700
BMW X1;3.500 km;ene-20;103 kW (140 CV);Automático;Gasolina;5,8;ES;-/- ;€ 34.000
BMW X1;1 km;ene-20;103 kW (140 CV);Automático;Gasolina;5,8;ES;-/- ;€ 34.000
BMW i3;8 km;feb-20;125 kW (170 CV);-/- (Cambio);Eléctrico;-/- ;ES;0 g ;€ 39.900
BMW X4 M;1.200 km;ene-20;375 kW (510 CV);Automático;Gasolina;10,5;ES;-/- ;€ 108.500
BMW M5;5.000 km;feb-20;460 kW (625 CV);Automático;Gasolina;10,5;ES;-/- ;€ 114.950
BMW M5;4.500 km;feb-20;460 kW (625 CV);Automático;Gasolina;10,5;ES;-/- ;€ 114.900
BMW M8;50 km;mar-20;460 kW (625 CV);Automático;Gasolina;10,5;ES;-/- ;€ 189.50
BMW M8;50 km;mar-20;460 kW (625 CV);Automático;Gasolina;10,6;ES;-/- ;€ 165.00
BMW X6;4.500 km;mar-20;250 kW (340 CV);Automático;Gasolina;8 l/;ES;-/- ;€ 104.60
BMW X3 M;4.500 km;feb-20;375 kW (510 CV);Automático;Gasolina;10,5;ES;-/- ;€ 97.500
BMW X3;1.850 km;feb-20;215 kW (292 CV);Automático;Electro/Gasolina;2,2;ES;49 g;€ 65.000
BMW 135;4.000 km;ene-20;225 kW (306 CV);Automático;Gasolina;7,8;ES;154;€ 49.000
BMW X3 M;10 km;ene-20;353 kW (480 CV);Automático;Gasolina;10,5;ES;-/- ;€ 93.700
BMW X3 M;10 km;ene-20;353 kW (480 CV);Automático;Gasolina;10,5;ES;-/- ;€ 82.990
BMW 225;655 km;ene-20;165 kW (224 CV);Automático;Electro/Gasolina;-/- ;ES;42 g;€ 31.900
BMW;1 km;ene-20;225 kW (306 CV);Automático;Gasolina;7,1;ES;-/- ;€ 51.250
