vehicle;  km; year; power; transmision; fuel_type; consume; country;emisions;price 
Porsche Cayenne;30.000 km;ago-16;419 kW (570 CV);Automático;Gasolina;11,5;ES;-/- ;€ 84.900
Porsche Cayenne;30.883 km;dic-17;250 kW (340 CV);Automático;Gasolina;9,2;ES;-/- ;€ 45.000
Porsche Panamera;49.000 km;ene-17;310 kW (421 CV);Automático;Diésel;6,7;ES;-/- ;€ 79.900
Porsche Macan;81.000 km;nov-16;190 kW (258 CV);Automático;Diésel;6,1;ES;-/- ;€ 46.000
Porsche Cayenne;33.000 km;dic-17;324 kW (441 CV);Automático;Gasolina;9,4;Unknown;209;€ 89.500
Porsche Panamera;86.000 km;may-17;310 kW (421 CV);Automático;Diésel;6,7;ES;-/- ;€ 90.000
Porsche 991;35.000 km;abr-16;309 kW (420 CV);Automático;Gasolina;7,9;ES;-/- ;€ 122.890
Porsche Macan;46.900 km;ago-17;250 kW (340 CV);Automático;Gasolina;8,7;ES;204;€ 59.500
Porsche Cayman;15.500 km;jul-17;220 kW (299 CV);Automático;Gasolina;6,9;ES;-/- ;€ 65.900
Porsche Boxster;24.500 km;abr-16;257 kW (349 CV);Automático;Gasolina;8,5;ES;-/- ;€ 67.900
Porsche Cayenne;89.900 km;nov-16;190 kW (258 CV);Automático;Diésel;6,1;ES;159;€ 69.900
Porsche Panamera;84.000 km;ene-16;221 kW (300 CV);Automático;Diésel;6,4;ES;169;€ 52.750
Porsche Panamera;71.111 km;abr-16;221 kW (300 CV);Automático;Diésel;6,4;ES;-/- ;€ 59.900
Porsche Panamera;34.000 km;ago-17;500 kW (680 CV);Automático;Electro/Gasolina;3,3;ES;74 g;€ 154.990
Porsche Cayenne;78.000 km;ene-17;306 kW (416 CV);Automático;Electro/Gasolina;3,4;ES;79 g;€ 63.250
Porsche Macan;54.578 km;nov-16;190 kW (258 CV);Automático;Diésel;-/- ;ES;-/- ;€ 52.900
Porsche Panamera;9.000 km;abr-17;340 kW (462 CV);Automático;Electro/Gasolina;2,7;Unknown;62 g;€ 79.000
Porsche Panamera;44.000 km;jun-17;340 kW (462 CV);Automático;Electro/Gasolina;2,7;ES;62 g;€ 89.900
Porsche Macan;59.000 km;abr-17;190 kW (258 CV);Automático;Diésel;6,3;ES;164;€ 56.000
Porsche Cayenne;122.944 km;oct-16;193 kW (262 CV);Automático;Diésel;6,6;ES;-/- ;€ 47.900
Porsche Cayenne;103.000 km;ago-16;193 kW (262 CV);Automático;Diésel;6,6;Unknown;173;€ 42.000
Porsche Boxster;8.050 km;jun-16;257 kW (349 CV);Automático;Gasolina;8,5;ES;-/- ;€ 65.000
Porsche Cayenne;83.000 km;mar-16;193 kW (262 CV);Automático;Diésel;6,6;ES;-/- ;€ 42.000
Porsche 911;19.700 km;may-17;397 kW (540 CV);Automático;Gasolina;9,1;ES;212;€ 159.000
Porsche Macan;108.107 km;mar-16;190 kW (258 CV);Automático;Diésel;6,1;ES;159;€ 44.900
Porsche Macan;78.000 km;jul-16;190 kW (258 CV);Automático;Diésel;6,3;Unknown;164;€ 45.500
Porsche Panamera;53.500 km;oct-17;340 kW (462 CV);Automático;Electro/Gasolina;2,7;ES;-/- ;€ 97.800
Porsche Cayenne;90.000 km;mar-16;193 kW (262 CV);Automático;Diésel;6,6;ES;-/- ;€ 44.000
Porsche Macan;40.500 km;dic-17;324 kW (441 CV);Automático;Gasolina;9,7;Unknown;224;€ 89.000
Porsche 991;33.000 km;oct-16;368 kW (500 CV);Automático;Gasolina;12,7;ES;-/- ;€ 169.900
Porsche Panamera;62.000 km;ene-17;324 kW (441 CV);Automático;Gasolina;8,2;ES;-/- ;€ 84.900
Porsche Cayenne;79.000 km;ene-17;193 kW (262 CV);Automático;Diésel;6,6;Unknown;173;€ 51.000
Porsche Panamera;51.100 km;oct-17;404 kW (549 CV);Automático;Gasolina;10,4;ES;-/- ;€ 118.000
Porsche Panamera;84.000 km;ene-16;221 kW (300 CV);Automático;Diésel;6,4;ES;-/- ;€ 52.750
Porsche Macan;118.000 km;ago-16;294 kW (400 CV);Automático;Gasolina;8,7;ES;-/- ;€ 52.990
Porsche Panamera;42.000 km;ago-17;310 kW (421 CV);Automático;Diésel;6,7;ES;-/- ;€ 85.000
Porsche Cayman;53.000 km;oct-16;220 kW (299 CV);Automático;Gasolina;6,9;Unknown;158;€ 55.000
Porsche Macan;92.105 km;ene-16;190 kW (258 CV);Automático;Diésel;6,3;ES;-/- ;€ 38.990
Porsche Macan;92.105 km;ene-16;190 kW (258 CV);Automático;Diésel;6,3;ES;-/- ;€ 38.990
Porsche Cayman;22.000 km;jul-16;283 kW (385 CV);Manual;Gasolina;10,3;ES;238;€ 99.900
Porsche Macan;92.105 km;ene-16;190 kW (258 CV);Automático;Diésel;6,3;ES;-/- ;€ 38.990
Porsche Cayman;36.017 km;jul-17;220 kW (299 CV);Automático;Gasolina;6,9;ES;158;€ 57.990
Porsche Macan;79.999 km;jun-16;190 kW (258 CV);Automático;Diésel;6,1;ES;-/- ;€ 44.900
Porsche Cayenne;70.000 km;mar-16;193 kW (262 CV);Automático;Diésel;6,6;ES;-/- ;€ 50.000
Porsche Macan;68.300 km;mar-16;190 kW (258 CV);Automático;Diésel;6,1;ES;-/- ;€ 46.900
