Brand,Model,Year,Km,Power,Fuel_type,Price
Porsche,Panamera,2012,122000,250,Diesel,38500
Porsche,Cayenne,2012,99700,299,Gasolina,31000
Porsche,Cayenne,2012,175000,245,Diesel,32000
Porsche,Cayenne,2010,141000,400,Gasolina,29900
Porsche,Boxster,2011,67000,256,Gasolina,29900
Porsche,Cayenne,2010,180000,500,Gasolina,45000
Porsche,Panamera,2012,127233,400,Gasolina,35995
Porsche,Panamera,2010,179000,400,Gasolina,33499
Porsche,Panamera,2012,195000,250,Diesel,30000
Porsche,Panamera,2012,114000,250,Diesel,40700
Porsche,Panamera,2012,120000,250,Diesel,43500
Porsche,Cayenne,2012,110000,400,Gasolina,29999
Porsche,Cayenne,2010,139000,400,Gasolina,37900
Porsche,Cayenne,2011,60000,400,Gasolina,38000
Porsche,Cayenne,2012,65000,551,Gasolina,52999
Porsche,Boxster,2012,68000,315,Gasolina,39900
Porsche,Panamera,2011,91000,250,Diesel,37850
Porsche,Cayenne,2011,199972,400,Gasolina,37900
Porsche,Panamera,2012,121900,400,Gasolina,50000
Porsche,Cayenne,2012,120000,245,Diesel,29900
Porsche,Cayenne,2012,98000,379,Electro/Gasolina,36000
Porsche,Cayenne,2012,157050,245,Diesel,35000
Porsche,Cayenne,2010,197000,500,Gasolina,27000
Porsche,Panamera,2010,123500,500,Gasolina,46900
Porsche,Cayenne,2011,72000,500,Gasolina,46200
Porsche,Cayenne,2011,110000,239,Diesel,31500
Porsche,Cayenne,2011,63400,245,Diesel,49800
Porsche,Panamera,2012,19000,250,Diesel,68500
Porsche,Boxster,2015,30000,265,Gasolina,48000
Porsche,Panamera,2014,129990,420,Gasolina,46990
Porsche,Macan,2015,86000,400,Gasolina,57000
Porsche,Cayenne,2014,132000,245,Diesel,37000
Porsche,Panamera,2013,134776,420,Gasolina,49990
Porsche,Cayenne,2015,74000,385,Diesel,46990
Porsche,Cayenne,2015,97150,262,Diesel,37990
Porsche,Panamera,2014,199000,416,Electro/Gasolina,49900
Porsche,Cayenne,2013,96523,245,Diesel,33900
Porsche,Macan,2015,69000,340,Gasolina,45900
Porsche,Macan,2014,125000,258,Diesel,37995
Porsche,Cayman,2013,73000,325,Gasolina,53900
Porsche,Cayenne,2015,64889,300,Diesel,46500
Porsche,Cayenne,2013,98000,382,Diesel,35900
Porsche,Cayman,2015,17800,340,Gasolina,69900
Porsche,Macan,2015,56000,400,Gasolina,59900
Porsche,Cayenne,2013,220000,400,Gasolina,23490
Porsche,Cayenne,2013,116000,420,Gasolina,38500
Porsche,Cayman,2013,160000,275,Gasolina,37500
Porsche,Cayenne,2015,166000,262,Diesel,36999
