vehicle;  km; year; power; transmision; fuel_type; consume; country;emisions;price 
Mercedes-Benz E 350;47.000 km;feb-18;155 kW (211 CV);Automático;Electro/Gasolina;2,1;ES;49 g;€ 43.700
Mercedes-Benz GLA 180;26.997 km;abr-18;90 kW (122 CV);Manual;Gasolina;7 l/;ES;-/- ;€ 23.490
Mercedes-Benz AMG GT;16.900 km;feb-18;384 kW (522 CV);Automático;Gasolina;11,5;ES;-/- ;€ 104.900
Mercedes-Benz GLA 180;24.190 km;jun-18;90 kW (122 CV);Manual;Gasolina;6,3;ES;-/- ;€ 24.800
Mercedes-Benz CLA 200;11.000 km;nov-18;115 kW (156 CV);Automático;Gasolina;6,4;Unknown;146;€ 36.000
Mercedes-Benz A 200;27.000 km;dic-18;120 kW (163 CV);Automático;Gasolina;5,4;Unknown;124;€ 32.000
Mercedes-Benz AMG GT;19.926 km;jun-18;410 kW (557 CV);Automático;Gasolina;12,5;ES;284;€ 134.990
Mercedes-Benz CLA 180;43.000 km;mar-18;90 kW (122 CV);Automático;Gasolina;6,3;Unknown;144;€ 25.000
Mercedes-Benz GLA 200;9.968 km;nov-18;115 kW (156 CV);Automático;Gasolina;5,6;ES;-/- ;€ 29.990
Mercedes-Benz A 220;2.700 km;dic-18;140 kW (190 CV);Automático;Gasolina;6,1;ES;-/- ;€ 35.900
Mercedes-Benz C 63 AMG;24.000 km;abr-18;375 kW (510 CV);Automático;Gasolina;9,9;ES;-/- ;€ 82.490
Mercedes-Benz CLA 180;23.412 km;jul-18;90 kW (122 CV);Manual;Gasolina;6,7;ES;-/- ;€ 24.900
Mercedes-Benz A 180;19.000 km;may-18;90 kW (122 CV);Manual;Gasolina;5,6;ES;-/- ;€ 20.900
Mercedes-Benz A 200;6.500 km;jun-18;115 kW (156 CV);Manual;Gasolina;5,5;ES;-/- ;€ 26.890
Mercedes-Benz S 65 AMG;9.000 km;feb-18;463 kW (630 CV);Automático;Gasolina;14,5;ES;-/- ;€ 159.900
Mercedes-Benz A 180;19.000 km;may-18;90 kW (122 CV);Manual;Gasolina;5,6;ES;-/- ;€ 20.900
