vehicle;  km; year; power; transmision; fuel_type; consume; country;emisions;price 
Mercedes-Benz Sprinter;11.033 km;jun-18;120 kW (163 CV);Automático;Diésel;-/- ;ES;-/- ;€ 31.400
Mercedes-Benz Sprinter;2.883 km;jun-18;105 kW (143 CV);Automático;Diésel;-/- ;ES;-/- ;€ 30.300
Mercedes-Benz C 220;51.020 km;mar-18;143 kW (194 CV);Automático;Diésel;4,7;ES;-/- ;€ 25.908
Mercedes-Benz GLA 200;22.398 km;ene-18;100 kW (136 CV);Manual;Diésel;4,2;ES;-/- ;€ 28.900
Mercedes-Benz Vito;39.996 km;jul-18;140 kW (190 CV);Manual;Diésel;5,8;ES;153;€ 28.000
Mercedes-Benz GLC 220;11.047 km;feb-18;125 kW (170 CV);Automático;Diésel;5 l/;ES;-/- ;€ 37.900
Mercedes-Benz SLC 250;5.000 km;oct-18;150 kW (204 CV);Automático;Diésel;4,4;ES;-/- ;€ 38.500
Mercedes-Benz C 220;21.240 km;nov-18;125 kW (170 CV);Automático;Diésel;4,6;ES;-/- ;€ 39.495
Mercedes-Benz Citan;49.000 km;jun-18;66 kW (90 CV);Manual;Diésel;5 l/;ES;-/- ;€ 9.490,00
Mercedes-Benz GLC 220;51.950 km;may-18;125 kW (170 CV);Automático;Diésel;5 l/;ES;-/- ;€ 34.900
Mercedes-Benz CLA 200;46.031 km;feb-18;100 kW (136 CV);Automático;Diésel;4 l/;ES;-/- ;€ 24.800
Mercedes-Benz GLE 250;29.800 km;mar-18;150 kW (204 CV);Automático;Diésel;5,6;ES;-/- ;€ 44.300
Mercedes-Benz GLE 250;77.313 km;feb-18;150 kW (204 CV);Automático;Diésel;5,6;ES;-/- ;€ 45.200
Mercedes-Benz GLA 200;79.981 km;dic-18;100 kW (136 CV);Manual;Diésel;4,2;ES;-/- ;€ 23.900
Mercedes-Benz E 220;19.848 km;jul-18;143 kW (194 CV);Automático;Diésel;3,9;ES;-/- ;€ 36.900
Mercedes-Benz B 180;55.598 km;mar-18;80 kW (109 CV);Automático;Diésel;4 l/;ES;-/- ;€ 18.400
Mercedes-Benz A 180;12.500 km;sep-18;85 kW (116 CV);Automático;Diésel;3,9;ES;-/- ;€ 26.700
Mercedes-Benz C 220;22.000 km;jul-18;125 kW (170 CV);Automático;Diésel;4,4;ES;-/- ;€ 33.020
Mercedes-Benz Vito;95.632 km;jun-18;84 kW (114 CV);Manual;Diésel;6,4;ES;-/- ;€ 19.999
Mercedes-Benz B 200;25.000 km;mar-18;100 kW (136 CV);Automático;Diésel;4 l/;ES;-/- ;€ 20.890
Mercedes-Benz A 200;26.200 km;ago-18;100 kW (136 CV);Automático;Diésel;3,8;ES;-/- ;€ 23.000
Mercedes-Benz Vito;29.998 km;jun-18;100 kW (136 CV);Manual;Diésel;6,4;ES;-/- ;€ 22.561
Mercedes-Benz C 220;40.784 km;sep-18;125 kW (170 CV);Automático;Diésel;4,4;ES;-/- ;€ 34.300
Mercedes-Benz V 220;22.373 km;feb-18;120 kW (163 CV);Automático;Diésel;5,9;ES;-/- ;€ 32.045
Mercedes-Benz V 220;22.373 km;feb-18;120 kW (163 CV);Automático;Diésel;5,9;ES;-/- ;€ 32.045
Mercedes-Benz V 220;22.373 km;feb-18;120 kW (163 CV);Automático;Diésel;5,9;ES;-/- ;€ 32.045
Mercedes-Benz CLA 200;40.454 km;abr-18;100 kW (136 CV);Automático;Diésel;5,4;ES;-/- ;€ 27.900
Mercedes-Benz C 220;17.000 km;feb-18;125 kW (170 CV);Automático;Diésel;4,6;ES;121;€ 34.990
Mercedes-Benz C 200;16.200 km;nov-18;110 kW (150 CV);Automático;Diésel;4,8;ES;-/- ;€ 30.900
Mercedes-Benz;99.000 km;ene-18;431 kW (586 CV);Automático;Diésel;-/- ;ES;-/- ;€ 79.990
Mercedes-Benz C 220;52.000 km;ago-18;125 kW (170 CV);Automático;Diésel;4,4;Unknown;112;€ 26.100
Mercedes-Benz V 220;22.373 km;feb-18;120 kW (163 CV);Automático;Diésel;5,9;ES;-/- ;€ 32.045
Mercedes-Benz V 220;22.373 km;feb-18;120 kW (163 CV);Automático;Diésel;5,9;ES;-/- ;€ 32.045
Mercedes-Benz V 220;22.373 km;feb-18;120 kW (163 CV);Automático;Diésel;5,9;ES;-/- ;€ 32.045
Mercedes-Benz V 220;22.373 km;feb-18;120 kW (163 CV);Automático;Diésel;5,9;ES;-/- ;€ 32.045
