vehicle;  km; year; power; transmision; fuel_type; consume; country;emisions;price 
Audi A3;7.211 km;mar-19;110 kW (150 CV);Manual;Gasolina;5,1;ES;-/- ;€ 24.500
Audi A4;16.830 km;jun-19;110 kW (150 CV);Manual;Gasolina;5,8;ES;-/- ;€ 25.000
Audi A3;26.658 km;mar-19;85 kW (116 CV);Automático;Gasolina;5,1;ES;-/- ;€ 20.590
Audi A4;33.000 km;jun-19;165 kW (224 CV);Automático;Gasolina;6,2;ES;-/- ;€ 53.995
Audi Q3;30.500 km;abr-19;110 kW (150 CV);Automático;Gasolina;-/- ;ES;-/- ;€ 31.500
Audi A1;19.649 km;feb-19;110 kW (150 CV);Semiautomático;Gasolina;5 l/;Unknown;115;€ 18.649
Audi A4;21.813 km;jul-19;110 kW (150 CV);Manual;Gasolina;5,8;ES;-/- ;€ 25.100
Audi RS3;20.000 km;jul-19;294 kW (400 CV);Automático;Gasolina;8,5;Unknown;194;€ 55.000
Audi A3;1.000 km;ago-19;85 kW (116 CV);Manual;Gasolina;5 l/;ES;-/- ;€ 23.000
Audi Q3;1.000 km;jul-19;110 kW (150 CV);Manual;Gasolina;6,1;ES;-/- ;€ 27.000
Audi Q3;1.000 km;jul-19;110 kW (150 CV);Manual;Gasolina;6,1;ES;-/- ;€ 28.000
Audi A4;1.000 km;ago-19;140 kW (190 CV);Automático;Gasolina;5,9;ES;-/- ;€ 36.800
Audi A1;1.000 km;may-19;85 kW (116 CV);Manual;Gasolina;4,9;ES;-/- ;€ 21.200
Audi A1;1.000 km;jul-19;85 kW (116 CV);Manual;Gasolina;4,8;ES;-/- ;€ 18.200
Audi R8;2.900 km;mar-19;456 kW (620 CV);Automático;Gasolina;13,3;ES;-/- ;€ 169.990
Audi A3;17.853 km;abr-19;110 kW (150 CV);Automático;Gasolina;5,2;ES;-/- ;€ 28.200
Audi A3;10.562 km;mar-19;110 kW (150 CV);Automático;Gasolina;5,2;ES;-/- ;€ 27.800
Audi e-tron;2.564 km;mar-19;300 kW (408 CV);Automático;Eléctrico;-/- ;ES;0 g ;€ 76.900
Audi A1;28.224 km;feb-19;85 kW (116 CV);Manual;Gasolina;4,9;ES;-/- ;€ 18.700
Audi R8;8.900 km;oct-19;419 kW (570 CV);Automático;Gasolina;12,9;Unknown;293;€ 138.000
Audi RS3;8.700 km;ago-19;294 kW (400 CV);Automático;Gasolina;8,5;ES;-/- ;€ 68.900
Audi SQ2;11.300 km;abr-19;221 kW (300 CV);Automático;Gasolina;7,2;ES;-/- ;€ 49.900
Audi RS3;4.000 km;dic-19;294 kW (400 CV);Automático;Gasolina;8,5;ES;-/- ;€ 52.900
Audi A1;90.709 km;nov-19;70 kW (95 CV);Manual;Gasolina;4,3;ES;-/- ;€ 11.500
Audi A1;20.024 km;ene-19;85 kW (116 CV);Manual;Gasolina;4,9;ES;-/- ;€ 20.100
Audi A1;6.596 km;mar-19;85 kW (116 CV);Manual;Gasolina;4,8;ES;-/- ;€ 20.090
Audi Q2;36.000 km;abr-19;110 kW (150 CV);Manual;Gasolina;5,6;ES;128;€ 23.500
Audi A1;13.645 km;jul-19;85 kW (116 CV);Manual;Gasolina;4,9;ES;-/- ;€ 19.100
Audi A1;25.926 km;ene-19;85 kW (116 CV);Manual;Gasolina;4,9;ES;-/- ;€ 19.100
Audi A1;21.182 km;feb-19;85 kW (116 CV);Manual;Gasolina;4,9;ES;-/- ;€ 19.100
Audi A1;28.596 km;feb-19;85 kW (116 CV);Manual;Gasolina;4,9;ES;-/- ;€ 19.100
Audi RS5;14.990 km;jul-19;331 kW (450 CV);Automático;Gasolina;9,1;ES;-/- ;€ 89.990
Audi A3;4.649 km;jul-19;110 kW (150 CV);Automático;Gasolina;5 l/;ES;-/- ;€ 25.400
Audi Q3;15.410 km;may-19;110 kW (150 CV);Automático;Gasolina;5,8;ES;-/- ;€ 34.500
Audi A1;20.024 km;ene-19;85 kW (116 CV);Manual;Gasolina;4,9;ES;111;€ 21.900
Audi A4;13.148 km;jun-19;110 kW (150 CV);Manual;Gasolina;5,8;ES;-/- ;€ 25.100
Audi A1;8.156 km;jun-19;70 kW (95 CV);Manual;Gasolina;4,6;ES;-/- ;€ 17.190
Audi A1;21.278 km;ene-19;85 kW (116 CV);Manual;Gasolina;4,9;ES;-/- ;€ 21.600
Audi A1;13.242 km;jul-19;70 kW (95 CV);Manual;Gasolina;4,6;ES;-/- ;€ 20.100
Audi A4;24.200 km;feb-19;110 kW (150 CV);Automático;Gasolina;5,8;ES;-/- ;€ 29.900
Audi A1;8.405 km;ago-19;85 kW (116 CV);Manual;Gasolina;4,9;ES;-/- ;€ 19.100
Audi A1;6.691 km;nov-19;70 kW (95 CV);Manual;Gasolina;4,6;ES;-/- ;€ 19.100
Audi A1;21.791 km;feb-19;85 kW (116 CV);Manual;Gasolina;4,9;ES;-/- ;€ 19.100
Audi A1;29.857 km;ene-19;85 kW (116 CV);Manual;Gasolina;4,9;ES;-/- ;€ 19.100
Audi A1;28.747 km;ene-19;85 kW (116 CV);Manual;Gasolina;4,9;ES;-/- ;€ 19.100
Audi A1;7.000 km;oct-19;70 kW (95 CV);Manual;Gasolina;4,7;ES;108;€ 24.900
Audi A1;28.458 km;ene-19;85 kW (116 CV);Manual;Gasolina;4,9;ES;111;€ 21.900
Audi A1;7.723 km;jul-19;85 kW (116 CV);Automático;Gasolina;-/- ;ES;-/- ;€ 23.500
Audi A1;19.490 km;feb-19;110 kW (150 CV);Semiautomático;Gasolina;5 l/;Unknown;115;€ 18.490
Audi A3;20.099 km;mar-19;110 kW (150 CV);Manual;Gasolina;5,3;ES;-/- ;€ 22.000
Audi A3;8.900 km;may-19;110 kW (150 CV);Automático;Gasolina;5 l/;ES;-/- ;€ 29.990
Audi SQ2;19.865 km;ene-19;221 kW (300 CV);Automático;Gasolina;7,2;ES;160;€ 45.900
Audi Q3;12.642 km;jun-19;110 kW (150 CV);Manual;Gasolina;6,1;ES;132;€ 32.900
Audi A3;8.900 km;may-19;110 kW (150 CV);Automático;Gasolina;5 l/;ES;-/- ;€ 29.990
Audi A3;8.900 km;may-19;110 kW (150 CV);Automático;Gasolina;5 l/;ES;-/- ;€ 29.990
Audi A1;29.917 km;jun-19;70 kW (95 CV);Manual;Gasolina;4,6;ES;-/- ;€ 16.495
Audi A1;31.988 km;jun-19;70 kW (95 CV);Manual;Gasolina;4,6;ES;-/- ;€ 16.495
Audi A3;8.900 km;may-19;110 kW (150 CV);Automático;Gasolina;5 l/;ES;-/- ;€ 29.990
Audi A1;19.594 km;feb-19;110 kW (150 CV);Semiautomático;Gasolina;5 l/;Unknown;115;€ 18.594
Audi A1;17.606 km;feb-19;147 kW (200 CV);Automático;Gasolina;6 l/;ES;136;€ 28.900
Audi A1;29.127 km;ene-19;85 kW (116 CV);Manual;Gasolina;4,9;ES;111;€ 22.900
Audi A3;7.700 km;may-19;85 kW (116 CV);Manual;Gasolina;5,1;ES;-/- ;€ 22.100
Audi A4;3.700 km;may-19;110 kW (150 CV);Manual;Gasolina;5,8;ES;-/- ;€ 26.100
Audi Q2;15.341 km;may-19;110 kW (150 CV);Manual;Gasolina;5,6;ES;-/- ;€ 27.400
Audi A1;21 km;ago-19;70 kW (95 CV);Manual;Gasolina;4,2;ES;-/- ;€ 19.900
Audi A1;11.000 km;ago-19;110 kW (150 CV);Automático;Gasolina;5 l/;ES;-/- ;€ 25.100
Audi Q2;4.788 km;jul-19;110 kW (150 CV);Automático;Gasolina;-/- ;ES;-/- ;€ 27.000
Audi Q2;53.000 km;ene-19;85 kW (116 CV);Automático;Gasolina;5,4;ES;-/- ;€ 22.400
Audi Q3;14.681 km;abr-19;110 kW (150 CV);Automático;Gasolina;5,8;ES;-/- ;€ 33.800
Audi Q3;18.902 km;feb-19;140 kW (190 CV);Automático;Gasolina;7,3;ES;-/- ;€ 35.300
Audi Q2;19.706 km;jun-19;110 kW (150 CV);Automático;Gasolina;5,5;ES;-/- ;€ 28.900
Audi A3;13.009 km;may-19;110 kW (150 CV);Manual;Gasolina;5,2;ES;-/- ;€ 25.500
Audi A1;19.258 km;feb-19;110 kW (150 CV);Semiautomático;Gasolina;5 l/;Unknown;115;€ 18.258
Audi A3;13.009 km;may-19;110 kW (150 CV);Manual;Gasolina;5,2;ES;-/- ;€ 27.500
Audi RS5;12.000 km;ago-19;331 kW (450 CV);Automático;Gasolina;9,1;ES;206;€ 88.900
Audi Q3;24.278 km;may-19;110 kW (150 CV);Automático;Gasolina;5,8;ES;-/- ;€ 32.900
Audi A1;23.522 km;jun-19;70 kW (95 CV);Manual;Gasolina;4,6;ES;-/- ;€ 16.495
Audi Q2;13.623 km;jun-19;110 kW (150 CV);Automático;Gasolina;5,5;ES;-/- ;€ 28.900
Audi A1;29.132 km;jun-19;70 kW (95 CV);Manual;Gasolina;4,6;ES;107;€ 15.300
Audi A1;26.000 km;feb-19;85 kW (116 CV);Automático;Gasolina;4,8;ES;-/- ;€ 21.990
