vehicle;  km; year; power; transmision; fuel_type; consume; country;emisions;price 
Mercedes-Benz C 200;14.913 km;may-19;118 kW (160 CV);Automático;Diésel;4,6;ES;-/- ;€ 30.990
Mercedes-Benz Vito;30.728 km;jun-19;84 kW (114 CV);Manual;Diésel;6,4;ES;-/- ;€ 18.600
Mercedes-Benz B 200;35.500 km;jul-19;110 kW (150 CV);Manual;Diésel;4,2;ES;-/- ;€ 28.900
Mercedes-Benz A 180;20.765 km;feb-19;85 kW (116 CV);Manual;Diésel;4,1;ES;-/- ;€ 24.990
Mercedes-Benz 180;16.170 km;jul-19;85 kW (116 CV);Manual;Diésel;4,2;ES;-/- ;€ 30.490
Mercedes-Benz A 180;10.990 km;sep-19;85 kW (116 CV);Automático;Diésel;4,1;ES;-/- ;€ 27.990
Mercedes-Benz C 220;12.533 km;jul-19;143 kW (194 CV);Automático;Diésel;4,7;ES;-/- ;€ 41.500
Mercedes-Benz A 220;8.000 km;dic-19;140 kW (190 CV);Automático;Diésel;4,3;ES;-/- ;€ 27.300
Mercedes-Benz B 180;15.000 km;jul-19;85 kW (116 CV);Automático;Diésel;4 l/;ES;-/- ;€ 27.800
Mercedes-Benz A 180;23.000 km;ene-19;85 kW (116 CV);Automático;Diésel;3,9;ES;-/- ;€ 23.600
Mercedes-Benz GLC 220;21.382 km;ago-19;125 kW (170 CV);Automático;Diésel;5 l/;ES;-/- ;€ 41.995
Mercedes-Benz GLE 350;22.335 km;jun-19;190 kW (258 CV);Automático;Diésel;6 l/;ES;-/- ;€ 57.495
Mercedes-Benz B 180;6.055 km;may-19;85 kW (116 CV);Automático;Diésel;-/- ;ES;-/- ;€ 26.600
Mercedes-Benz A 180;3.560 km;jun-19;85 kW (116 CV);Automático;Diésel;3,9;ES;-/- ;€ 27.900
Mercedes-Benz Vito;17.000 km;jun-19;100 kW (136 CV);Manual;Diésel;6,9;ES;170;€ 20.600
Mercedes-Benz;16.600 km;abr-19;180 kW (245 CV);Automático;Diésel;-/- ;ES;-/- ;€ 43.780
Mercedes-Benz Vito;37.060 km;jun-19;84 kW (114 CV);Manual;Diésel;6,4;ES;-/- ;€ 18.600
Mercedes-Benz GLA 200;23.757 km;abr-19;100 kW (136 CV);Automático;Diésel;5,5;ES;-/- ;€ 26.700
Mercedes-Benz C 200;9.391 km;ago-19;118 kW (160 CV);Automático;Diésel;4,2;ES;-/- ;€ 30.000
Mercedes-Benz C 200;3.546 km;ago-19;118 kW (160 CV);Automático;Diésel;4,2;ES;-/- ;€ 30.500
Mercedes-Benz C 200;3.546 km;ago-19;118 kW (160 CV);Automático;Diésel;4,2;ES;-/- ;€ 30.500
Mercedes-Benz B 200;20.789 km;abr-19;110 kW (150 CV);Automático;Diésel;4,4;ES;-/- ;€ 25.800
Mercedes-Benz B 180;23.467 km;may-19;85 kW (116 CV);Automático;Diésel;4 l/;ES;-/- ;€ 23.600
Mercedes-Benz C 200;8.234 km;jun-19;118 kW (160 CV);Automático;Diésel;4,2;ES;-/- ;€ 30.400
Mercedes-Benz B 200;20.118 km;abr-19;110 kW (150 CV);Automático;Diésel;4,4;ES;-/- ;€ 25.400
Mercedes-Benz A 180;36.000 km;may-19;85 kW (116 CV);Automático;Diésel;3,9;ES;-/- ;€ 22.999
Mercedes-Benz GLA 200;37.528 km;abr-19;100 kW (136 CV);Automático;Diésel;5,5;ES;-/- ;€ 28.200
Mercedes-Benz CLA 200;29.731 km;nov-19;110 kW (150 CV);Manual;Diésel;4,1;ES;-/- ;€ 34.200
Mercedes-Benz CLA 200;24.789 km;nov-19;110 kW (150 CV);Automático;Diésel;4,4;ES;-/- ;€ 34.600
Mercedes-Benz CLA 200;8.146 km;nov-19;110 kW (150 CV);Manual;Diésel;4,1;ES;-/- ;€ 34.600
Mercedes-Benz C 220;27.772 km;feb-19;143 kW (194 CV);Automático;Diésel;4,4;ES;-/- ;€ 32.300
Mercedes-Benz CLA 200;10.645 km;nov-19;110 kW (150 CV);Automático;Diésel;4,4;ES;-/- ;€ 34.600
