vehicle;  km; year; power; transmision; fuel_type; consume; country;emisions;price 
BMW 630;32.000 km;jun-18;195 kW (265 CV);Automático;Diésel;5,7;ES;151;€ 71.500
BMW 730;65.000 km;abr-18;195 kW (265 CV);Automático;Diésel;5,6;ES;148;€ 59.900
BMW 116;220.000 km;ene-18;85 kW (116 CV);Manual;Diésel;3,7;ES;97 g;€ 17.900
BMW X2;19.903 km;abr-18;140 kW (190 CV);Automático;Diésel;4,6;ES;121;€ 32.900
BMW 318;23.150 km;feb-18;110 kW (150 CV);Automático;Diésel;5,1;ES;-/- ;€ 28.700
BMW 520;8.100 km;mar-18;140 kW (190 CV);Automático;Diésel;4,5;ES;-/- ;€ 37.300
BMW 118;22.592 km;jun-18;110 kW (150 CV);Automático;Diésel;4,4;ES;-/- ;€ 22.400
BMW 318;26.037 km;jun-18;110 kW (150 CV);Automático;Diésel;4,8;ES;-/- ;€ 29.900
BMW 118;22.409 km;jun-18;110 kW (150 CV);Manual;Diésel;4,4;ES;-/- ;€ 22.400
BMW 218;15.048 km;jun-18;110 kW (150 CV);Automático;Diésel;4,6;ES;-/- ;€ 27.100
BMW 116;35.189 km;jun-18;85 kW (116 CV);Manual;Diésel;4,2;ES;-/- ;€ 19.000
BMW 318;20.331 km;jun-18;110 kW (150 CV);Automático;Diésel;4,6;ES;-/- ;€ 26.100
BMW X4;6.459 km;jun-18;170 kW (231 CV);Automático;Diésel;5,5;ES;-/- ;€ 53.400
BMW 520;15.074 km;jun-18;140 kW (190 CV);Automático;Diésel;4,5;ES;-/- ;€ 38.900
BMW 320;29.255 km;jun-18;140 kW (190 CV);Manual;Diésel;5 l/;ES;-/- ;€ 31.000
BMW X3;39.796 km;may-18;140 kW (190 CV);Automático;Diésel;5,3;ES;-/- ;€ 34.990
BMW 116;35.000 km;mar-18;85 kW (116 CV);Automático;Diésel;4,4;ES;-/- ;€ 18.000
BMW X3;50.000 km;nov-18;140 kW (190 CV);Automático;Diésel;5,3;ES;140;€ 41.900
BMW X3;25.000 km;feb-18;140 kW (190 CV);Automático;Diésel;5 l/;ES;132;€ 47.900
BMW X3;48.000 km;feb-18;140 kW (190 CV);Automático;Diésel;5 l/;ES;132;€ 39.900
